Date,Time,PM2.5,Humid,Temp,WindSpeed,row
23-Dec,8 AM,31.02,48.74,35.66,0.00,177
23-Dec,9 AM,27.87,40.50,39.24,2.50,178
23-Dec,10 AM,22.48,36.28,41.08,12.08,179
23-Dec,11 AM,19.80,33.83,42.83,20.55,180
23-Dec,12 PM,15.96,32.16,43.56,44.83,181
23-Dec,1 PM,16.07,31.58,44.64,48.13,182
23-Dec,2 PM,15.21,30.37,45.52,29.71,183
23-Dec,3 PM,14.78,30.80,44.98,31.41,184
23-Dec,4 PM,15.22,35.44,42.64,26.73,185
23-Dec,5 PM,16.66,38.46,40.82,6.55,186
23-Dec,6 PM,23.09,44.05,38.25,0.79,187
23-Dec,7 PM,21.44,46.84,37.06,6.48,188
23-Dec,8 PM,27.55,50.61,35.60,3.07,189
23-Dec,9 PM,21.47,53.10,33.96,102.69,190
23-Dec,10 PM,24.05,56.79,33.55,99.91,191
23-Dec,11 PM,25.05,57.98,33.37,36.52,192
24-Dec,12 AM,24.37,58.77,33.01,15.12,193
24-Dec,1 AM,26.09,59.15,32.79,0.27,194
24-Dec,2 AM,30.84,60.90,32.05,26.81,195
24-Dec,3 AM,29.77,61.12,31.71,0.90,196
24-Dec,4 AM,28.77,61.86,31.15,0.00,197
24-Dec,5 AM,28.91,62.67,30.39,0.00,198
24-Dec,6 AM,32.60,63.12,29.99,0.00,199
24-Dec,7 AM,31.66,60.87,31.78,0.08,200
24-Dec,8 AM,17.31,56.47,33.97,89.60,201
24-Dec,9 AM,20.82,55.59,34.45,120.36,202
24-Dec,10 AM,14.42,48.38,38.23,97.02,203
24-Dec,11 AM,11.74,42.22,41.27,42.84,204
24-Dec,12 PM,11.16,39.03,42.24,81.66,205
24-Dec,1 PM,11.42,36.08,43.86,87.38,206
24-Dec,2 PM,12.54,38.30,43.11,92.13,207
24-Dec,3 PM,11.64,40.02,42.35,18.38,208
24-Dec,4 PM,11.49,40.95,41.91,4.88,209
24-Dec,5 PM,10.14,45.53,39.04,7.33,210
24-Dec,6 PM,10.45,49.27,37.31,3.85,211
24-Dec,7 PM,10.37,52.18,35.60,81.44,212
24-Dec,8 PM,11.39,55.48,34.32,203.30,213
24-Dec,9 PM,12.52,57.13,33.89,152.05,214
24-Dec,10 PM,13.07,58.47,33.39,88.58,215
24-Dec,11 PM,13.24,59.51,33.07,49.28,216
25-Dec,12 AM,14.05,60.95,32.34,57.61,217
25-Dec,1 AM,15.26,62.03,31.74,48.83,218
25-Dec,2 AM,14.51,62.31,31.38,38.21,219
25-Dec,3 AM,13.69,62.48,31.24,31.66,220
25-Dec,4 AM,14.33,62.48,30.83,0.00,221
25-Dec,5 AM,14.64,63.52,30.07,0.00,222
25-Dec,6 AM,13.59,63.66,29.93,0.00,223
25-Dec,7 AM,15.61,59.40,32.94,0.00,224
25-Dec,8 AM,12.09,51.67,37.42,1.65,225
25-Dec,9 AM,9.03,46.55,39.25,66.20,226
25-Dec,10 AM,6.97,43.81,40.42,87.67,227
25-Dec,11 AM,4.67,40.19,41.59,185.23,228
25-Dec,12 PM,4.92,39.16,41.88,151.39,229
25-Dec,1 PM,4.92,37.73,43.08,111.78,230
25-Dec,2 PM,5.09,37.45,43.24,96.00,231
25-Dec,3 PM,6.53,39.33,42.31,171.06,232
25-Dec,4 PM,7.57,42.50,41.10,72.49,233
25-Dec,5 PM,7.00,41.49,41.04,43.07,234
25-Dec,6 PM,9.48,46.90,37.52,17.68,235
25-Dec,7 PM,11.39,50.35,35.97,6.28,236
25-Dec,8 PM,10.53,54.16,34.45,55.62,237
25-Dec,9 PM,10.16,54.72,34.61,7.48,238
25-Dec,10 PM,13.92,56.61,34.22,0.97,239
25-Dec,11 PM,16.66,61.16,32.94,4.68,240
26-Dec,12 AM,18.08,62.61,31.94,13.23,241
26-Dec,1 AM,15.70,62.94,31.41,12.63,242
26-Dec,2 AM,15.30,63.11,31.02,0.00,243
26-Dec,3 AM,14.39,63.61,30.56,0.33,244
26-Dec,4 AM,14.43,64.07,29.91,1.83,245
26-Dec,5 AM,14.03,64.48,29.61,3.60,246
26-Dec,6 AM,11.83,63.45,29.39,0.72,247
26-Dec,7 AM,17.63,60.34,31.74,0.00,248
26-Dec,8 AM,16.48,56.88,34.00,0.13,249
26-Dec,9 AM,6.93,46.61,39.09,2.83,250
26-Dec,10 AM,8.06,40.97,41.18,28.37,251
26-Dec,11 AM,6.96,40.13,40.41,231.45,252
26-Dec,12 PM,7.22,40.41,40.63,255.68,253
26-Dec,1 PM,7.18,39.25,41.59,231.53,254
26-Dec,2 PM,7.04,38.01,42.07,236.30,255
26-Dec,3 PM,6.64,36.72,42.72,161.15,256
26-Dec,4 PM,6.81,36.99,42.86,108.81,257
26-Dec,5 PM,7.68,40.38,41.24,28.34,258
26-Dec,6 PM,12.43,46.11,38.23,3.18,259
26-Dec,7 PM,14.68,49.79,36.81,0.07,260
26-Dec,8 PM,20.76,53.23,35.45,0.00,261
26-Dec,9 PM,16.23,55.08,34.31,0.00,262
26-Dec,10 PM,16.00,56.40,33.56,0.00,263
26-Dec,11 PM,24.31,57.67,32.66,3.23,264
27-Dec,12 AM,32.10,58.21,32.21,0.94,265
27-Dec,1 AM,17.59,58.12,32.01,2.71,266
27-Dec,2 AM,17.58,59.31,31.63,1.43,267
27-Dec,3 AM,20.37,60.21,31.14,0.44,268
27-Dec,4 AM,19.46,60.41,31.06,0.28,269
27-Dec,5 AM,19.11,61.53,30.45,1.71,270
27-Dec,6 AM,16.82,60.79,30.43,0.00,271
27-Dec,7 AM,20.38,57.72,32.50,0.47,272
27-Dec,8 AM,17.69,50.00,36.23,16.29,273
27-Dec,9 AM,9.48,45.77,37.72,92.86,274
27-Dec,10 AM,2.08,40.55,39.48,136.54,275
27-Dec,11 AM,1.82,37.08,41.67,89.93,276
27-Dec,12 PM,2.07,34.94,43.43,74.75,277
27-Dec,1 PM,2.19,34.35,43.89,121.42,278
27-Dec,2 PM,3.18,33.30,45.23,78.88,279
27-Dec,3 PM,2.22,34.38,43.01,318.85,280
27-Dec,4 PM,2.55,35.57,41.87,268.07,281
27-Dec,5 PM,4.79,36.51,41.45,55.17,282
27-Dec,6 PM,3.98,41.59,38.30,82.61,283
27-Dec,7 PM,3.40,45.04,36.39,55.68,284
27-Dec,8 PM,3.04,45.89,35.94,36.46,285
27-Dec,9 PM,2.50,46.53,35.55,98.62,286
27-Dec,10 PM,2.17,45.56,35.65,22.69,287
27-Dec,11 PM,2.70,47.23,34.44,148.83,288
28-Dec,12 AM,3.48,47.87,33.68,71.64,289
28-Dec,1 AM,4.26,50.04,32.85,6.00,290
28-Dec,2 AM,8.79,52.80,31.57,8.01,291
28-Dec,3 AM,7.02,54.07,30.87,1.81,292
28-Dec,4 AM,6.50,56.07,30.18,3.83,293
28-Dec,5 AM,6.41,56.33,29.67,4.99,294
28-Dec,6 AM,7.72,58.14,28.91,19.34,295
28-Dec,7 AM,12.29,53.03,31.10,10.47,296
28-Dec,8 AM,9.92,45.97,34.67,9.99,297
28-Dec,9 AM,4.66,40.74,37.57,12.33,298
28-Dec,10 AM,2.41,36.44,40.23,16.39,299
28-Dec,11 AM,1.86,35.37,40.99,53.12,300
28-Dec,12 PM,1.26,34.65,41.36,141.07,301
28-Dec,1 PM,1.19,35.11,41.30,285.76,302
28-Dec,2 PM,1.43,36.33,40.24,357.07,303
28-Dec,3 PM,1.76,37.43,39.63,334.92,304
28-Dec,4 PM,2.17,37.04,40.04,227.96,305
28-Dec,5 PM,2.71,39.29,38.47,61.93,306
28-Dec,6 PM,2.67,42.00,36.61,81.38,307
28-Dec,7 PM,3.00,44.28,35.01,59.00,308
28-Dec,8 PM,3.84,45.09,34.41,5.61,309
28-Dec,9 PM,4.25,47.28,33.65,1.65,310
28-Dec,10 PM,3.88,47.55,33.44,0.00,311
28-Dec,11 PM,4.82,49.71,32.51,8.24,312
29-Dec,12 AM,5.59,49.89,32.35,2.62,313
29-Dec,1 AM,8.10,52.05,32.13,10.19,314
29-Dec,2 AM,11.72,54.90,31.57,1.52,315
29-Dec,3 AM,10.43,56.56,31.39,0.53,316
29-Dec,4 AM,8.29,56.43,30.87,11.22,317
29-Dec,5 AM,8.94,58.02,30.56,3.24,318
29-Dec,6 AM,8.97,58.19,30.30,0.00,319
29-Dec,7 AM,10.22,52.45,33.89,0.00,320
29-Dec,8 AM,11.49,46.14,36.30,7.87,321
29-Dec,9 AM,7.52,42.46,37.64,27.61,322
29-Dec,10 AM,6.64,40.03,39.49,24.74,323
29-Dec,11 AM,2.52,37.33,40.47,215.58,324
29-Dec,12 PM,2.30,37.49,40.39,201.59,325
29-Dec,1 PM,2.47,36.44,41.38,150.18,326
29-Dec,2 PM,3.63,38.19,40.51,124.40,327
29-Dec,3 PM,3.74,39.29,40.20,43.35,328
29-Dec,4 PM,3.89,39.71,39.62,27.78,329
29-Dec,5 PM,6.56,40.21,38.57,63.54,330
29-Dec,6 PM,6.16,41.66,37.32,22.84,331
29-Dec,7 PM,5.18,43.56,36.57,0.00,332
29-Dec,8 PM,5.32,44.60,35.91,6.15,333
29-Dec,9 PM,4.61,45.72,35.21,33.73,334
29-Dec,10 PM,5.64,47.63,34.53,8.84,335
29-Dec,11 PM,7.67,49.41,33.86,5.68,336
30-Dec,12 AM,14.08,54.11,32.52,0.53,337
30-Dec,1 AM,7.95,52.81,32.35,0.28,338
30-Dec,2 AM,7.38,53.69,31.89,2.18,339
30-Dec,3 AM,10.55,55.90,31.43,3.12,340
30-Dec,4 AM,11.12,57.38,31.09,13.53,341
30-Dec,5 AM,8.19,54.92,31.73,3.48,342
30-Dec,6 AM,11.43,57.97,31.02,29.52,343
30-Dec,7 AM,7.00,56.23,31.06,93.92,344
30-Dec,8 AM,5.63,48.82,34.74,32.90,345
30-Dec,9 AM,5.48,47.75,35.47,15.08,346
30-Dec,10 AM,3.70,42.39,38.22,11.35,347
30-Dec,11 AM,3.57,37.36,41.56,24.35,348
30-Dec,12 PM,2.79,38.34,40.09,132.87,349
30-Dec,1 PM,2.85,38.58,40.23,119.66,350
30-Dec,2 PM,3.34,37.86,40.80,94.41,351
30-Dec,3 PM,4.34,37.43,41.70,9.83,352
30-Dec,4 PM,5.27,40.13,40.36,1.98,353
30-Dec,5 PM,5.92,42.15,39.58,0.40,354
30-Dec,6 PM,7.34,47.50,37.08,23.51,355
30-Dec,7 PM,6.48,49.02,35.36,26.58,356
30-Dec,8 PM,5.58,47.76,35.05,3.33,357
30-Dec,9 PM,4.81,50.38,33.05,192.49,358
30-Dec,10 PM,5.16,51.70,32.18,262.52,359
30-Dec,11 PM,4.68,51.44,32.07,117.75,360
31-Dec,12 AM,3.95,49.64,32.52,220.25,361
31-Dec,1 AM,4.20,49.98,32.44,73.29,362
31-Dec,2 AM,4.65,51.63,31.71,13.72,363
31-Dec,3 AM,4.37,52.38,31.29,7.39,364
31-Dec,4 AM,4.00,53.45,30.77,6.18,365
31-Dec,5 AM,5.85,56.88,29.77,2.29,366
31-Dec,6 AM,15.22,58.93,29.05,37.32,367
31-Dec,7 AM,8.27,57.17,29.93,59.49,368
31-Dec,8 AM,6.59,48.23,34.53,56.86,369
31-Dec,9 AM,6.37,42.50,37.99,21.48,370
31-Dec,10 AM,4.34,40.37,37.62,262.51,371
31-Dec,11 AM,4.43,38.55,38.73,247.77,372
31-Dec,12 PM,4.62,38.79,38.75,285.15,373
31-Dec,1 PM,4.87,39.16,38.45,403.12,374
31-Dec,2 PM,5.07,37.41,40.19,189.59,375
31-Dec,3 PM,4.86,35.70,41.94,34.82,376
31-Dec,4 PM,5.04,33.92,43.26,24.45,377
31-Dec,5 PM,6.34,39.31,38.84,79.09,378
31-Dec,6 PM,5.61,43.87,34.88,109.63,379
31-Dec,7 PM,6.09,44.20,34.27,12.53,380
31-Dec,8 PM,7.54,46.56,33.18,7.15,381
31-Dec,9 PM,7.68,49.51,31.96,21.43,382
31-Dec,10 PM,7.96,50.65,31.36,16.73,383
31-Dec,11 PM,8.24,51.23,31.00,3.38,384
1-Jan,12 AM,7.16,51.89,30.61,2.64,385
1-Jan,1 AM,6.22,52.83,29.94,5.42,386
1-Jan,2 AM,5.96,53.93,29.16,47.31,387
1-Jan,3 AM,6.09,53.77,29.08,39.03,388
1-Jan,4 AM,7.21,56.72,28.15,0.00,389
1-Jan,5 AM,9.08,58.63,27.51,0.13,390
1-Jan,6 AM,11.72,61.07,26.55,2.75,391
1-Jan,7 AM,15.57,57.31,28.74,27.43,392
1-Jan,8 AM,9.80,49.76,32.48,26.34,393
1-Jan,9 AM,8.18,42.99,36.22,19.95,394
1-Jan,10 AM,8.09,40.42,37.60,44.03,395
1-Jan,11 AM,6.76,36.69,40.08,18.88,396
1-Jan,12 PM,5.50,35.43,40.50,131.47,397
1-Jan,1 PM,5.64,35.69,39.96,284.27,398
1-Jan,2 PM,5.75,35.30,40.19,330.30,399
1-Jan,3 PM,6.23,36.44,39.71,359.78,400
1-Jan,4 PM,6.58,38.53,38.45,326.84,401
1-Jan,5 PM,7.00,42.58,35.74,287.17,402
1-Jan,6 PM,7.71,44.48,34.59,217.34,403
1-Jan,7 PM,9.70,45.38,34.28,14.17,404
1-Jan,8 PM,11.52,48.78,33.01,1.47,405
1-Jan,9 PM,10.96,51.13,31.77,74.23,406
1-Jan,10 PM,9.52,50.26,31.69,57.49,407
1-Jan,11 PM,9.91,52.92,30.87,4.88,408
2-Jan,12 AM,10.19,51.78,31.01,76.31,409
2-Jan,1 AM,12.58,56.20,29.61,71.93,410
2-Jan,2 AM,10.93,55.79,29.51,23.48,411
2-Jan,3 AM,11.62,57.72,28.58,0.00,412
2-Jan,4 AM,16.26,59.86,27.80,0.00,413
2-Jan,5 AM,15.84,61.59,27.02,2.52,414
2-Jan,6 AM,14.59,61.43,27.06,5.50,415
2-Jan,7 AM,21.59,58.36,29.19,3.97,416
2-Jan,8 AM,18.48,50.35,33.35,0.78,417
2-Jan,9 AM,11.62,42.19,37.48,12.62,418
2-Jan,10 AM,8.98,39.34,38.30,36.03,419
2-Jan,11 AM,8.07,36.44,40.27,25.03,420
2-Jan,12 PM,7.02,38.11,38.85,108.03,421
2-Jan,1 PM,7.18,36.64,40.02,55.25,422
2-Jan,2 PM,7.09,36.42,40.50,80.47,423
2-Jan,3 PM,6.56,36.36,40.32,17.48,424
2-Jan,4 PM,7.26,35.71,41.09,35.56,425
2-Jan,5 PM,7.86,38.35,38.69,40.57,426
2-Jan,6 PM,11.50,44.39,35.23,13.12,427
2-Jan,7 PM,11.92,48.27,33.35,1.27,428
2-Jan,8 PM,12.78,51.34,32.28,0.13,429
2-Jan,9 PM,13.90,52.56,31.63,3.36,430
2-Jan,10 PM,15.65,53.94,31.07,13.07,431
2-Jan,11 PM,17.14,55.08,30.51,0.78,432
3-Jan,12 AM,18.12,55.60,30.16,2.04,433
3-Jan,1 AM,22.46,58.16,29.36,22.47,434
3-Jan,2 AM,22.28,59.65,28.70,0.54,435
3-Jan,3 AM,24.08,60.09,28.34,0.33,436
3-Jan,4 AM,22.14,60.47,28.00,2.23,437
3-Jan,5 AM,22.97,60.80,27.86,5.20,438
3-Jan,6 AM,20.34,60.70,27.80,6.80,439
3-Jan,7 AM,18.83,56.67,29.96,8.12,440
3-Jan,8 AM,25.35,51.69,32.62,33.93,441
3-Jan,9 AM,8.53,49.42,33.68,14.53,442
3-Jan,10 AM,6.36,44.25,36.76,1.29,443
3-Jan,11 AM,5.41,37.32,40.55,33.17,444
3-Jan,12 PM,4.66,36.15,40.29,145.13,445
3-Jan,1 PM,4.53,34.46,41.14,170.94,446
3-Jan,2 PM,4.71,32.52,43.03,62.44,447
3-Jan,3 PM,5.04,32.51,43.30,76.18,448
3-Jan,4 PM,5.67,34.59,41.96,38.28,449
3-Jan,5 PM,7.18,38.91,38.98,57.34,450
3-Jan,6 PM,8.13,42.64,36.18,91.30,451
3-Jan,7 PM,7.85,43.54,35.44,82.08,452
3-Jan,8 PM,8.21,45.54,34.34,11.32,453
3-Jan,9 PM,10.26,49.29,33.13,2.14,454
3-Jan,10 PM,11.07,51.23,32.47,0.00,455
3-Jan,11 PM,11.20,52.89,31.73,0.03,456
4-Jan,12 AM,11.07,54.10,31.24,0.82,457
4-Jan,1 AM,10.65,55.15,30.74,3.33,458
4-Jan,2 AM,11.12,56.66,30.16,0.05,459
4-Jan,3 AM,10.81,57.57,29.89,5.58,460
4-Jan,4 AM,10.76,57.38,29.88,2.98,461
4-Jan,5 AM,11.47,56.98,30.04,4.65,462
4-Jan,6 AM,15.06,59.82,29.27,2.38,463
4-Jan,7 AM,16.01,59.55,29.82,0.00,464
4-Jan,8 AM,23.85,56.67,31.66,8.60,465
4-Jan,9 AM,22.83,49.23,35.16,24.11,466
4-Jan,10 AM,16.72,46.05,36.85,19.37,467
4-Jan,11 AM,14.75,42.36,38.95,4.74,468
4-Jan,12 PM,14.32,40.19,40.40,15.21,469
4-Jan,1 PM,10.23,35.76,43.03,15.13,470
4-Jan,2 PM,9.50,34.64,43.50,10.96,471
4-Jan,3 PM,7.46,31.93,44.94,17.58,472
4-Jan,4 PM,11.68,34.99,43.48,11.65,473
4-Jan,5 PM,7.35,35.23,41.02,15.49,474
4-Jan,6 PM,9.91,39.99,36.96,4.48,475
4-Jan,7 PM,14.83,46.41,34.76,3.07,476
4-Jan,8 PM,14.36,52.52,33.20,0.08,477
4-Jan,9 PM,13.82,54.29,32.34,0.67,478
4-Jan,10 PM,12.80,54.69,31.84,0.00,479
5-Jan,12 AM,9.23,53.51,31.13,0.40,480
