Date,Time,PM2.5,Humid,Temp,WindSpeed,row
5-Jan,1 AM,9.01,53.06,30.92,4.85,481
5-Jan,2 AM,10.07,55.54,30.26,0.47,482
5-Jan,3 AM,10.46,56.91,29.69,0.30,483
5-Jan,4 AM,12.48,58.55,29.16,0.00,484
5-Jan,5 AM,12.22,60.13,28.37,0.00,485
5-Jan,6 AM,11.67,60.26,28.26,0.00,486
5-Jan,7 AM,19.48,59.12,29.09,2.66,487
5-Jan,8 AM,16.24,49.46,34.90,0.02,488
5-Jan,9 AM,15.26,41.54,38.40,6.80,489
5-Jan,10 AM,13.56,38.34,39.49,19.81,490
5-Jan,11 AM,13.25,35.12,41.67,26.35,491
5-Jan,12 PM,11.29,32.29,43.26,25.98,492
5-Jan,1 PM,7.72,27.16,44.26,58.40,493
5-Jan,2 PM,7.39,25.45,45.25,47.56,494
5-Jan,3 PM,7.08,25.56,45.90,36.93,495
5-Jan,4 PM,13.50,29.42,45.39,33.92,496
5-Jan,5 PM,15.74,34.12,42.52,8.07,497
5-Jan,6 PM,21.09,40.41,38.70,4.88,498
5-Jan,7 PM,25.60,48.42,35.39,15.33,499
5-Jan,8 PM,24.15,51.47,33.75,7.24,500
5-Jan,9 PM,25.20,54.40,32.50,0.09,501
5-Jan,10 PM,23.06,53.73,31.84,4.73,502
5-Jan,11 PM,25.43,56.24,31.00,0.00,503
6-Jan,12 AM,24.20,56.17,30.43,0.17,504
6-Jan,1 AM,28.04,59.03,29.33,0.05,505
6-Jan,2 AM,29.65,59.21,28.64,23.68,506
6-Jan,3 AM,26.03,58.85,28.10,2.94,507
6-Jan,4 AM,19.21,59.79,27.24,2.41,508
6-Jan,5 AM,19.39,59.99,26.95,0.80,509
6-Jan,6 AM,15.95,60.24,26.65,12.06,510
6-Jan,7 AM,15.11,55.52,29.02,1.68,511
6-Jan,8 AM,13.47,45.23,34.85,0.00,512
6-Jan,9 AM,10.04,37.75,38.99,3.07,513
6-Jan,10 AM,9.82,34.12,41.64,15.64,514
6-Jan,11 AM,6.87,29.90,43.07,42.82,515
6-Jan,12 PM,7.60,28.01,43.99,37.56,516
6-Jan,1 PM,7.30,26.58,45.76,27.67,517
6-Jan,2 PM,7.22,24.62,46.81,33.02,518
6-Jan,3 PM,6.37,22.28,47.03,46.80,519
6-Jan,4 PM,5.65,21.76,46.29,65.74,520
6-Jan,5 PM,8.19,24.62,44.86,3.78,521
6-Jan,6 PM,13.66,31.68,40.22,3.72,522
6-Jan,7 PM,20.44,40.49,36.34,16.71,523
6-Jan,8 PM,15.60,43.93,34.65,3.43,524
6-Jan,9 PM,22.65,47.56,33.35,0.00,525
6-Jan,10 PM,26.50,51.54,31.36,36.78,526
6-Jan,11 PM,15.05,47.41,31.20,66.09,527
7-Jan,12 AM,15.91,49.37,30.78,27.93,528
7-Jan,1 AM,14.87,52.09,29.70,14.13,529
7-Jan,2 AM,15.37,52.41,29.29,5.43,530
7-Jan,3 AM,12.50,52.77,28.97,0.00,531
7-Jan,4 AM,13.87,55.57,28.32,0.00,532
7-Jan,5 AM,13.38,56.87,27.92,0.08,533
7-Jan,6 AM,19.88,55.24,28.08,0.00,534
7-Jan,7 AM,24.16,53.07,30.43,2.01,535
7-Jan,8 AM,19.93,45.97,35.31,0.00,536
7-Jan,9 AM,18.69,42.19,38.91,0.58,537
7-Jan,10 AM,8.91,35.40,40.95,109.06,538
7-Jan,11 AM,8.41,34.73,41.09,166.52,539
7-Jan,12 PM,8.45,33.05,42.49,95.10,540
7-Jan,1 PM,7.55,30.87,44.02,94.63,541
7-Jan,2 PM,7.39,29.23,46.03,37.72,542
7-Jan,3 PM,7.24,28.47,46.82,51.37,543
7-Jan,4 PM,6.99,28.23,46.91,20.03,544
7-Jan,5 PM,12.11,30.84,45.35,3.64,545
7-Jan,6 PM,17.09,37.82,40.29,0.78,546
7-Jan,7 PM,20.92,43.09,37.84,3.24,547
7-Jan,8 PM,17.45,47.74,36.06,2.42,548
7-Jan,9 PM,17.75,50.23,34.67,4.00,549
7-Jan,10 PM,20.43,51.57,33.61,2.28,550
7-Jan,11 PM,21.97,53.95,32.63,0.08,551
8-Jan,12 AM,22.72,55.61,31.66,13.86,552
8-Jan,1 AM,17.88,54.37,31.41,7.66,553
8-Jan,2 AM,17.57,57.22,30.38,3.54,554
8-Jan,3 AM,14.98,57.89,29.84,1.20,555
8-Jan,4 AM,15.50,59.05,29.20,1.30,556
8-Jan,5 AM,15.48,60.90,28.43,0.09,557
8-Jan,6 AM,20.88,60.14,28.26,0.88,558
8-Jan,7 AM,36.66,54.83,31.24,0.00,559
8-Jan,8 AM,20.27,46.40,36.27,0.00,560
8-Jan,9 AM,13.15,38.34,39.98,1.30,561
8-Jan,10 AM,8.47,32.73,41.63,51.26,562
8-Jan,11 AM,7.82,29.49,42.97,50.83,563
8-Jan,12 PM,7.00,28.04,44.09,62.21,564
8-Jan,1 PM,6.53,26.10,46.00,30.12,565
8-Jan,2 PM,6.47,24.90,47.17,52.17,566
8-Jan,3 PM,6.30,23.72,47.82,38.85,567
8-Jan,4 PM,8.58,25.49,47.07,95.35,568
8-Jan,5 PM,11.37,29.92,43.83,43.62,569
8-Jan,6 PM,18.98,35.08,39.80,5.01,570
8-Jan,7 PM,32.95,41.27,37.05,5.15,571
8-Jan,8 PM,26.36,44.17,35.64,2.72,572
8-Jan,9 PM,29.92,50.08,33.81,0.33,573
8-Jan,10 PM,27.35,52.42,32.63,0.00,574
8-Jan,11 PM,20.18,52.09,31.89,0.00,575
9-Jan,12 AM,24.61,54.20,31.05,0.00,576
9-Jan,1 AM,29.51,57.70,29.82,0.00,577
9-Jan,2 AM,21.95,59.07,28.93,0.00,578
9-Jan,3 AM,19.87,58.58,28.70,0.00,579
9-Jan,4 AM,16.63,58.66,28.21,0.00,580
9-Jan,5 AM,18.47,59.40,27.52,0.00,581
9-Jan,6 AM,23.24,61.11,27.02,0.00,582
9-Jan,7 AM,24.61,56.45,29.63,0.64,583
9-Jan,8 AM,24.98,47.72,34.29,0.00,584
9-Jan,9 AM,22.92,40.84,38.58,3.08,585
9-Jan,10 AM,16.88,36.14,40.04,65.87,586
9-Jan,11 AM,11.92,32.22,41.23,115.26,587
9-Jan,12 PM,9.94,29.50,42.43,117.24,588
9-Jan,1 PM,8.82,26.64,43.72,128.32,589
9-Jan,2 PM,8.35,24.52,46.15,78.94,590
9-Jan,3 PM,8.39,23.57,47.02,65.32,591
9-Jan,4 PM,8.65,24.43,45.28,128.77,592
9-Jan,5 PM,11.99,25.88,44.73,18.62,593
9-Jan,6 PM,23.07,32.90,39.90,10.57,594
9-Jan,7 PM,27.80,41.39,36.30,18.52,595
9-Jan,8 PM,24.97,43.89,34.45,8.84,596
9-Jan,9 PM,20.58,48.31,32.66,0.64,597
9-Jan,10 PM,24.04,51.06,31.53,17.98,598
9-Jan,11 PM,26.21,51.92,30.83,3.17,599
10-Jan,12 AM,27.15,54.60,29.77,0.63,600
10-Jan,1 AM,24.98,57.96,28.58,17.54,601
10-Jan,2 AM,20.15,58.52,28.24,14.01,602
10-Jan,3 AM,17.22,57.43,28.27,5.86,603
10-Jan,4 AM,16.83,57.47,27.96,0.00,604
10-Jan,5 AM,19.70,58.62,27.35,0.23,605
10-Jan,6 AM,17.54,59.05,27.04,1.21,606
10-Jan,7 AM,18.94,53.92,29.73,5.84,607
10-Jan,8 AM,22.26,48.09,33.93,1.47,608
10-Jan,9 AM,24.97,43.19,37.37,4.07,609
10-Jan,10 AM,16.08,36.14,40.52,19.70,610
10-Jan,11 AM,10.16,28.77,42.75,55.13,611
10-Jan,12 PM,9.40,27.02,43.41,51.19,612
10-Jan,1 PM,9.27,26.38,44.67,42.64,613
10-Jan,2 PM,8.53,25.29,45.93,52.74,614
10-Jan,3 PM,9.00,25.26,45.98,51.22,615
10-Jan,4 PM,9.27,24.79,46.86,3.48,616
10-Jan,5 PM,9.54,26.91,44.96,0.00,617
10-Jan,6 PM,12.38,34.15,40.55,0.00,618
10-Jan,7 PM,28.21,41.86,36.83,0.00,619
10-Jan,8 PM,25.32,45.48,34.63,0.00,620
10-Jan,9 PM,26.09,48.91,33.17,0.00,621
10-Jan,10 PM,25.00,50.52,32.29,0.00,622
10-Jan,11 PM,22.30,53.84,31.00,13.53,623
11-Jan,12 AM,25.34,55.12,30.58,3.67,624
11-Jan,1 AM,22.61,57.74,29.57,0.00,625
11-Jan,2 AM,16.95,59.24,28.82,0.00,626
11-Jan,3 AM,15.97,59.45,28.58,0.00,627
11-Jan,4 AM,23.67,59.10,28.66,0.00,628
11-Jan,5 AM,28.22,60.48,28.08,0.00,629
11-Jan,6 AM,19.96,61.61,27.68,0.00,630
11-Jan,7 AM,23.31,58.59,29.61,0.00,631
11-Jan,8 AM,26.75,48.38,35.40,0.00,632
11-Jan,9 AM,21.56,43.25,38.69,1.77,633
11-Jan,10 AM,20.66,37.34,41.15,0.00,634
11-Jan,11 AM,16.96,32.44,42.68,31.68,635
11-Jan,12 PM,12.71,30.87,42.43,112.63,636
11-Jan,1 PM,11.51,29.33,44.15,81.77,637
11-Jan,2 PM,7.62,26.01,45.06,124.69,638
11-Jan,3 PM,7.70,25.55,45.99,98.83,639
11-Jan,4 PM,7.02,25.91,44.85,121.00,640
11-Jan,5 PM,8.13,28.08,43.05,71.53,641
11-Jan,6 PM,12.21,32.58,38.66,88.45,642
11-Jan,7 PM,13.50,36.61,37.02,3.93,643
11-Jan,8 PM,18.45,42.35,34.65,0.28,644
11-Jan,9 PM,11.11,42.08,33.16,72.72,645
11-Jan,10 PM,14.86,43.81,33.17,32.95,646
11-Jan,11 PM,23.71,49.74,31.44,0.00,647
12-Jan,12 AM,22.50,51.99,30.53,0.00,648
12-Jan,1 AM,18.12,53.93,29.69,0.00,649
12-Jan,2 AM,15.93,55.70,29.08,0.00,650
12-Jan,3 AM,16.51,56.58,28.79,0.00,651
12-Jan,4 AM,17.39,58.20,28.10,0.00,652
12-Jan,5 AM,20.19,59.65,27.69,3.08,653
12-Jan,6 AM,15.93,59.96,27.59,2.68,654
12-Jan,7 AM,19.79,56.24,29.94,0.00,655
12-Jan,8 AM,22.63,49.21,34.23,45.89,656
12-Jan,9 AM,18.81,45.06,34.77,243.48,657
12-Jan,10 AM,17.08,43.47,36.70,314.25,658
12-Jan,11 AM,18.19,40.96,38.55,268.37,659
12-Jan,12 PM,14.33,39.41,39.23,379.06,660
12-Jan,1 PM,9.24,35.41,40.83,300.15,661
12-Jan,2 PM,9.03,32.09,42.40,203.72,662
12-Jan,3 PM,8.92,30.81,42.81,227.68,663
12-Jan,4 PM,9.20,30.48,43.10,116.98,664
12-Jan,5 PM,12.40,32.96,41.37,64.79,665
12-Jan,6 PM,16.87,37.82,38.40,3.63,666
12-Jan,7 PM,14.86,41.50,36.23,10.54,667
12-Jan,8 PM,13.65,42.39,35.19,12.73,668
12-Jan,9 PM,12.08,43.27,34.53,0.34,669
12-Jan,10 PM,11.76,45.95,33.58,3.64,670
12-Jan,11 PM,12.29,47.47,32.80,21.10,671
13-Jan,12 AM,13.62,51.43,31.48,8.32,672
13-Jan,1 AM,14.57,53.87,30.83,0.93,673
13-Jan,2 AM,16.50,57.40,29.77,3.08,674
13-Jan,3 AM,17.75,58.54,29.02,0.00,675
13-Jan,4 AM,19.78,60.68,28.20,1.23,676
13-Jan,5 AM,15.50,59.46,28.39,0.40,677
13-Jan,6 AM,17.29,60.65,27.85,0.00,678
13-Jan,7 AM,37.11,57.78,29.68,0.73,679
13-Jan,8 AM,24.49,47.75,35.32,2.65,680
13-Jan,9 AM,18.06,39.83,37.64,57.53,681
13-Jan,10 AM,13.67,34.22,40.00,87.66,682
13-Jan,11 AM,10.83,31.37,40.94,183.09,683
13-Jan,12 PM,9.88,29.01,42.35,124.75,684
13-Jan,1 PM,9.58,26.96,44.15,84.04,685
13-Jan,2 PM,10.00,26.09,45.55,47.53,686
13-Jan,3 PM,10.05,26.34,45.52,92.79,687
13-Jan,4 PM,10.29,27.17,45.39,67.57,688
13-Jan,5 PM,11.29,30.88,42.53,75.28,689
13-Jan,6 PM,17.38,34.74,39.97,1.83,690
13-Jan,7 PM,25.57,38.65,37.89,0.77,691
13-Jan,8 PM,24.04,43.55,36.07,8.85,692
13-Jan,9 PM,25.90,55.06,34.01,26.22,693
13-Jan,10 PM,32.21,56.24,33.37,3.37,694
13-Jan,11 PM,27.14,58.82,32.14,4.55,695
14-Jan,12 AM,24.14,60.58,31.49,2.34,696
14-Jan,1 AM,20.48,61.86,30.61,9.79,697
14-Jan,2 AM,19.22,61.80,30.00,1.19,698
14-Jan,3 AM,16.86,60.89,29.45,2.67,699
14-Jan,4 AM,15.83,60.38,29.00,0.90,700
14-Jan,5 AM,15.84,60.85,28.54,0.27,701
14-Jan,6 AM,17.11,61.32,28.31,1.54,702
14-Jan,7 AM,20.67,57.86,30.31,0.00,703
14-Jan,8 AM,20.24,50.16,34.94,0.01,704
14-Jan,9 AM,28.09,43.50,37.87,8.05,705
14-Jan,10 AM,14.02,38.95,38.42,241.84,706
14-Jan,11 AM,12.28,38.86,37.95,364.80,707
14-Jan,12 PM,15.31,36.86,38.93,317.46,708
14-Jan,1 PM,15.36,33.91,40.49,252.80,709
14-Jan,2 PM,12.84,31.81,42.16,179.15,710
14-Jan,3 PM,12.58,31.05,42.83,117.98,711
14-Jan,4 PM,13.00,31.87,42.01,161.96,712
14-Jan,5 PM,14.97,34.93,40.26,66.09,713
14-Jan,6 PM,19.59,41.01,36.68,58.67,714
14-Jan,7 PM,25.71,43.51,35.08,27.27,715
14-Jan,8 PM,16.95,43.72,34.40,2.28,716
14-Jan,9 PM,17.14,46.54,33.17,5.56,717
14-Jan,10 PM,15.27,47.89,32.42,0.58,718
14-Jan,11 PM,18.63,51.33,31.33,22.08,719
15-Jan,12 AM,25.16,57.02,29.72,0.62,720
15-Jan,1 AM,20.60,56.45,29.53,0.26,721
15-Jan,2 AM,20.11,58.68,28.64,0.00,722
15-Jan,3 AM,19.77,60.10,27.82,27.36,723
15-Jan,4 AM,18.96,60.50,27.38,18.13,724
15-Jan,5 AM,19.91,60.16,27.24,9.28,725
15-Jan,6 AM,21.15,60.16,27.06,0.58,726
15-Jan,7 AM,26.34,56.69,29.22,0.00,727
15-Jan,8 AM,28.03,47.31,35.14,0.00,728
15-Jan,9 AM,18.99,38.54,39.58,5.10,729
15-Jan,10 AM,16.45,34.55,40.39,55.22,730
15-Jan,11 AM,14.38,32.11,41.29,88.89,731
15-Jan,12 PM,14.09,30.48,41.71,124.04,732
15-Jan,1 PM,17.09,28.51,42.90,119.02,733
15-Jan,2 PM,16.30,27.37,44.13,86.51,734
15-Jan,3 PM,16.91,28.25,43.95,106.36,735
15-Jan,4 PM,18.33,28.68,43.60,59.78,736
15-Jan,5 PM,21.33,31.23,41.59,27.18,737
15-Jan,6 PM,28.06,37.20,38.64,2.96,738
15-Jan,7 PM,28.23,42.74,36.26,0.11,739
15-Jan,8 PM,35.40,46.36,34.66,2.95,740
15-Jan,9 PM,28.06,48.39,33.42,38.81,741
15-Jan,10 PM,33.44,49.47,32.90,3.13,742
15-Jan,11 PM,33.66,52.29,31.83,5.81,743
16-Jan,12 AM,27.62,55.73,30.35,15.01,744
16-Jan,1 AM,25.11,57.24,29.50,16.52,745
16-Jan,2 AM,25.79,57.17,29.08,0.00,746
16-Jan,3 AM,26.10,58.08,28.69,0.00,747
16-Jan,4 AM,29.23,58.38,28.50,0.00,748
16-Jan,5 AM,29.89,60.54,27.64,1.80,749
16-Jan,6 AM,30.01,61.00,27.40,1.13,750
16-Jan,7 AM,35.60,57.92,29.40,0.00,751
16-Jan,8 AM,28.03,48.85,34.96,0.00,752
16-Jan,9 AM,25.59,39.48,39.46,0.03,753
16-Jan,10 AM,21.49,34.44,41.82,10.77,754
16-Jan,11 AM,18.58,32.08,42.21,33.50,755
16-Jan,12 PM,18.49,31.10,42.35,71.40,756
16-Jan,1 PM,17.14,29.62,43.36,66.59,757
16-Jan,2 PM,18.30,29.74,43.70,94.32,758
16-Jan,3 PM,15.66,27.94,45.25,36.63,759
16-Jan,4 PM,17.18,27.78,45.29,11.38,760
16-Jan,5 PM,19.54,30.51,43.08,1.00,761
16-Jan,6 PM,28.57,38.03,38.96,0.38,762
16-Jan,7 PM,36.47,43.87,36.18,10.50,763
16-Jan,8 PM,32.28,48.28,34.17,7.83,764
16-Jan,9 PM,36.91,50.90,32.82,3.35,765
16-Jan,10 PM,36.69,53.14,31.95,0.00,766
16-Jan,11 PM,39.10,55.84,30.98,22.74,767
17-Jan,12 AM,38.71,57.99,30.16,17.58,768
17-Jan,1 AM,33.75,58.95,29.38,25.78,769
17-Jan,2 AM,26.60,58.05,29.33,2.01,770
17-Jan,3 AM,25.27,57.83,29.04,4.07,771
17-Jan,4 AM,28.16,58.67,28.52,0.16,772
17-Jan,5 AM,28.17,59.26,28.21,0.00,773
17-Jan,6 AM,32.08,59.73,27.99,2.88,774
17-Jan,7 AM,39.73,59.15,29.40,1.50,775
17-Jan,8 AM,43.29,51.94,33.65,0.44,776
17-Jan,9 AM,45.16,46.70,36.31,2.81,777
17-Jan,10 AM,39.82,40.29,39.52,13.94,778
17-Jan,11 AM,26.40,33.83,41.63,24.96,779
17-Jan,12 PM,22.45,31.17,42.56,63.00,780
17-Jan,1 PM,19.11,29.44,44.24,38.80,781
17-Jan,2 PM,18.23,27.93,45.84,28.11,782
17-Jan,3 PM,15.31,27.05,46.77,22.33,783
17-Jan,4 PM,14.01,27.34,45.88,18.09,784
17-Jan,5 PM,15.80,29.22,44.69,0.00,785
17-Jan,6 PM,18.44,36.22,40.43,3.02,786
17-Jan,7 PM,22.80,41.65,37.64,1.08,787
17-Jan,8 PM,21.82,46.86,35.28,0.45,788
17-Jan,9 PM,24.31,48.06,33.88,4.05,789
17-Jan,10 PM,46.74,50.08,32.84,0.14,790
17-Jan,11 PM,26.47,50.65,31.94,0.58,791
18-Jan,12 AM,26.30,52.73,31.07,0.00,792
18-Jan,1 AM,24.03,54.13,30.26,0.00,793
18-Jan,2 AM,22.07,54.91,29.68,0.00,794
18-Jan,3 AM,21.37,55.55,29.37,0.00,795
18-Jan,4 AM,22.12,55.20,29.39,0.00,796
18-Jan,5 AM,22.93,55.39,29.17,0.00,797
18-Jan,6 AM,22.85,57.10,28.50,0.41,798
18-Jan,7 AM,21.97,53.78,30.82,0.00,799
18-Jan,8 AM,21.19,45.87,35.65,0.05,800
18-Jan,9 AM,16.16,39.69,38.43,2.44,801
18-Jan,10 AM,11.68,35.68,40.55,162.21,802
18-Jan,11 AM,10.33,35.00,39.95,263.73,803
18-Jan,12 PM,9.94,33.33,40.65,271.09,804
18-Jan,1 PM,9.35,31.59,41.41,296.14,805
18-Jan,2 PM,8.53,30.21,42.52,232.04,806
18-Jan,3 PM,8.21,29.57,43.15,181.87,807
18-Jan,4 PM,8.71,29.79,43.54,99.90,808
18-Jan,5 PM,9.03,32.75,41.57,65.93,809
18-Jan,6 PM,10.48,39.67,37.32,122.87,810
18-Jan,7 PM,11.19,39.98,36.23,108.38,811
18-Jan,8 PM,11.06,41.24,35.30,75.69,812
18-Jan,9 PM,9.15,42.54,34.39,117.65,813
18-Jan,10 PM,8.44,43.34,33.82,65.46,814
18-Jan,11 PM,8.72,46.09,32.72,17.78,815
19-Jan,12 AM,11.36,48.75,31.77,44.96,816
19-Jan,1 AM,11.58,50.61,31.04,17.33,817
19-Jan,2 AM,11.03,52.03,30.54,3.75,818
19-Jan,3 AM,11.23,53.32,30.03,0.38,819
19-Jan,4 AM,10.62,54.44,29.38,0.38,820
19-Jan,5 AM,10.67,55.20,29.00,0.00,821
19-Jan,6 AM,11.71,55.99,28.55,1.90,822
19-Jan,7 AM,16.04,53.54,29.98,0.15,823
19-Jan,8 AM,16.02,47.76,33.51,14.83,824
19-Jan,9 AM,8.97,40.94,36.58,75.48,825
19-Jan,10 AM,6.60,37.73,38.05,162.39,826
19-Jan,11 AM,6.52,37.44,38.48,175.93,827
19-Jan,12 PM,6.55,36.72,38.98,209.78,828
19-Jan,1 PM,6.37,33.77,40.82,220.31,829
19-Jan,2 PM,6.12,32.21,41.96,166.76,830
19-Jan,3 PM,5.95,30.72,42.45,155.77,831
19-Jan,4 PM,5.96,30.81,42.09,127.89,832
19-Jan,5 PM,12.87,32.50,40.79,35.86,833
19-Jan,6 PM,10.71,36.98,37.79,2.42,834
19-Jan,7 PM,13.97,40.75,35.74,1.02,835
19-Jan,8 PM,13.17,44.36,33.82,16.91,836
19-Jan,9 PM,10.31,44.77,33.44,0.16,837
19-Jan,10 PM,11.29,48.28,32.09,0.00,838
19-Jan,11 PM,12.76,51.93,30.89,0.00,839
20-Jan,12 AM,12.71,54.07,30.02,12.53,840
20-Jan,1 AM,15.80,55.37,29.27,26.66,841
20-Jan,2 AM,16.02,56.30,28.82,0.00,842
20-Jan,3 AM,18.24,59.03,27.91,1.09,843
20-Jan,4 AM,19.83,60.17,27.46,0.00,844
20-Jan,5 AM,14.51,60.15,27.24,0.00,845
20-Jan,6 AM,13.32,60.50,27.02,0.00,846
20-Jan,7 AM,13.56,58.13,29.00,0.00,847
20-Jan,8 AM,16.17,48.45,33.93,3.08,848
20-Jan,9 AM,18.35,43.68,36.34,115.87,849
20-Jan,10 AM,10.77,41.03,36.99,251.78,850
20-Jan,11 AM,9.50,39.30,38.01,337.16,851
20-Jan,12 PM,8.50,37.84,39.18,288.84,852
20-Jan,1 PM,9.39,35.07,41.18,146.09,853
20-Jan,2 PM,9.89,31.98,42.65,128.07,854
20-Jan,3 PM,12.66,31.06,43.46,100.33,855
20-Jan,4 PM,12.78,30.55,43.32,21.27,856
20-Jan,5 PM,14.80,32.75,41.38,0.03,857
20-Jan,6 PM,16.85,39.97,38.43,0.57,858
20-Jan,7 PM,30.95,43.38,37.16,0.33,859
20-Jan,8 PM,26.18,45.96,35.80,35.96,860
20-Jan,9 PM,31.55,49.74,35.04,7.33,861
20-Jan,10 PM,30.84,51.32,34.74,0.00,862
20-Jan,11 PM,26.44,53.44,33.60,0.00,863
21-Jan,12 AM,27.39,55.09,33.07,0.00,864
21-Jan,1 AM,25.15,55.22,33.14,0.00,865
21-Jan,2 AM,28.01,57.81,32.55,0.00,866
21-Jan,3 AM,32.67,62.54,30.92,12.47,867
21-Jan,4 AM,31.67,66.49,29.27,47.94,868
21-Jan,5 AM,31.93,64.29,29.70,35.15,869
21-Jan,6 AM,28.54,67.56,28.53,110.59,870
21-Jan,7 AM,24.86,67.62,28.44,14.98,871
21-Jan,8 AM,20.57,68.08,28.55,34.70,872
21-Jan,9 AM,16.63,65.23,30.72,0.95,873
21-Jan,10 AM,15.16,56.05,35.71,2.69,874
21-Jan,11 AM,15.84,50.25,38.87,1.49,875
21-Jan,12 PM,15.92,46.65,39.89,25.36,876
21-Jan,1 PM,12.91,41.79,40.66,49.27,877
21-Jan,2 PM,12.65,38.96,40.74,111.39,878
21-Jan,3 PM,17.90,41.35,39.70,8.98,879
21-Jan,4 PM,18.57,40.36,40.36,0.07,880
21-Jan,5 PM,23.25,44.38,39.01,0.00,881
21-Jan,6 PM,29.85,51.46,36.49,0.61,882
21-Jan,7 PM,32.36,55.24,34.32,0.02,883
21-Jan,8 PM,32.93,56.91,33.35,0.80,884
21-Jan,9 PM,27.97,57.08,32.97,0.07,885
21-Jan,10 PM,32.31,58.84,32.26,0.00,886
21-Jan,11 PM,33.68,59.55,32.35,1.19,887
22-Jan,12 AM,37.76,60.46,31.55,3.06,888
22-Jan,1 AM,37.11,61.41,30.99,0.38,889
22-Jan,2 AM,35.67,62.11,30.71,0.36,890
22-Jan,3 AM,35.48,62.41,30.46,0.00,891
22-Jan,4 AM,36.93,63.19,30.22,0.37,892
22-Jan,5 AM,41.99,62.90,29.84,1.47,893
22-Jan,6 AM,40.27,63.16,29.70,2.03,894
22-Jan,7 AM,39.11,62.46,30.32,0.00,895
22-Jan,8 AM,36.82,59.88,32.39,0.00,896
22-Jan,9 AM,30.97,52.72,35.99,23.72,897
22-Jan,10 AM,18.68,48.38,38.27,53.39,898
22-Jan,11 AM,16.19,45.54,39.81,53.68,899
22-Jan,12 PM,18.20,44.45,40.14,25.53,900
22-Jan,1 PM,18.66,45.21,39.90,20.04,901
22-Jan,2 PM,17.27,46.37,39.73,121.46,902
22-Jan,3 PM,12.49,40.67,42.05,67.13,903
22-Jan,4 PM,11.24,44.19,40.11,115.12,904
22-Jan,5 PM,14.47,51.41,37.31,43.15,905
22-Jan,6 PM,14.57,56.24,34.53,36.43,906
22-Jan,7 PM,16.44,60.57,32.20,145.42,907
22-Jan,8 PM,15.62,62.83,31.10,143.83,908
22-Jan,9 PM,13.20,62.09,30.88,123.60,909
22-Jan,10 PM,8.77,59.54,31.79,13.95,910
22-Jan,11 PM,7.29,59.97,31.50,5.23,911
23-Jan,12 AM,9.99,60.51,31.33,0.10,912
23-Jan,1 AM,9.90,60.82,31.43,0.08,913
23-Jan,2 AM,10.26,61.32,31.22,0.00,914
23-Jan,3 AM,11.12,62.64,30.73,0.36,915
23-Jan,4 AM,11.52,63.32,30.63,0.43,916
23-Jan,5 AM,11.98,63.09,30.76,0.00,917
23-Jan,6 AM,11.42,63.77,30.46,0.00,918
23-Jan,7 AM,15.48,63.75,30.99,0.01,919
23-Jan,8 AM,14.15,58.64,33.88,8.73,920
23-Jan,9 AM,14.90,56.33,35.10,43.63,921
23-Jan,10 AM,9.90,47.73,39.39,3.32,922
23-Jan,11 AM,9.89,41.83,41.45,13.38,923
23-Jan,12 PM,9.74,38.72,41.79,38.48,924
23-Jan,1 PM,9.93,35.49,43.12,32.77,925
23-Jan,2 PM,14.18,31.96,45.05,21.54,926
23-Jan,3 PM,13.29,31.04,45.53,20.43,927
23-Jan,4 PM,12.78,30.73,45.69,20.34,928
23-Jan,5 PM,7.88,32.94,43.50,7.69,929
23-Jan,6 PM,11.01,39.03,39.55,0.00,930
23-Jan,7 PM,20.41,48.30,36.33,2.16,931
23-Jan,8 PM,23.55,52.70,34.05,9.45,932
23-Jan,9 PM,13.07,54.90,32.37,14.58,933
23-Jan,10 PM,16.34,56.41,31.63,7.53,934
23-Jan,11 PM,24.96,59.44,30.57,12.90,935
24-Jan,12 AM,17.78,59.62,30.09,2.30,936
24-Jan,1 AM,17.07,60.72,29.37,5.97,937
24-Jan,2 AM,16.35,61.09,29.13,2.23,938
24-Jan,3 AM,15.73,62.18,28.57,2.72,939
24-Jan,4 AM,14.75,62.18,28.54,0.78,940
24-Jan,5 AM,15.19,62.92,28.24,0.00,941
24-Jan,6 AM,15.11,62.93,28.27,0.00,942
24-Jan,7 AM,16.14,59.68,30.50,0.00,943
24-Jan,8 AM,16.43,51.87,35.84,0.00,944
24-Jan,9 AM,8.89,46.16,39.76,9.11,945
24-Jan,10 AM,5.33,43.12,40.52,41.10,946
24-Jan,11 AM,6.19,38.48,41.62,44.50,947
24-Jan,12 PM,13.43,35.40,42.82,24.66,948
24-Jan,1 PM,19.76,31.81,44.26,67.08,949
24-Jan,2 PM,17.69,30.59,45.12,48.06,950
24-Jan,3 PM,9.38,26.96,46.07,34.48,951
24-Jan,4 PM,5.59,25.37,46.00,10.52,952
24-Jan,5 PM,5.92,26.91,44.06,1.40,953
24-Jan,6 PM,14.10,33.38,39.10,0.17,954
24-Jan,7 PM,17.69,42.86,36.08,12.68,955
24-Jan,8 PM,15.93,48.87,33.78,16.38,956
24-Jan,9 PM,12.62,50.88,32.57,9.27,957
24-Jan,10 PM,11.63,52.87,31.60,15.64,958
24-Jan,11 PM,11.59,54.63,30.72,24.73,959
25-Jan,12 AM,15.11,57.00,29.93,36.28,960
25-Jan,1 AM,22.10,58.24,29.38,5.40,961
