Date,Time,PM2.5,Humid,Temp,WindSpeed,row
5-Jan,12 PM,10.56,46.62,30.24,3.87,493
5-Jan,1 PM,7.46,47.08,26.40,15.61,494
5-Jan,2 PM,6.98,46.38,26.09,23.58,495
5-Jan,3 PM,20.90,37.36,44.58,0.00,496
5-Jan,4 PM,23.17,36.19,47.17,2.97,497
5-Jan,5 PM,22.61,35.44,48.60,0.00,498
5-Jan,6 PM,21.86,35.08,47.75,0.00,499
5-Jan,7 PM,24.43,34.36,49.13,0.00,500
5-Jan,8 PM,nan,nan,nan,nan,501
5-Jan,9 PM,nan,nan,nan,nan,502
5-Jan,10 PM,nan,nan,nan,nan,503
5-Jan,11 PM,nan,nan,nan,nan,504
6-Jan,12 AM,21.41,34.29,48.17,0.00,505
6-Jan,1 AM,25.71,33.31,50.28,0.00,506
6-Jan,2 AM,29.02,32.44,51.56,2.70,507
6-Jan,3 AM,24.49,31.77,51.17,0.00,508
6-Jan,4 AM,17.04,30.95,51.74,0.00,509
6-Jan,5 AM,15.49,30.86,51.43,0.00,510
6-Jan,6 AM,12.83,30.67,51.27,0.00,511
6-Jan,7 AM,14.41,32.66,48.13,0.00,512
6-Jan,8 AM,18.74,38.96,39.95,0.00,513
6-Jan,9 AM,11.19,43.37,34.68,0.00,514
6-Jan,10 AM,9.73,45.22,31.43,7.97,515
6-Jan,11 AM,6.64,44.78,29.51,22.53,516
6-Jan,12 PM,7.28,45.69,28.06,11.79,517
6-Jan,1 PM,6.90,47.77,26.23,9.38,518
6-Jan,2 PM,7.00,48.66,25.54,0.00,519
6-Jan,3 PM,nan,nan,nan,nan,520
6-Jan,4 PM,nan,nan,nan,nan,521
6-Jan,5 PM,nan,nan,nan,nan,522
6-Jan,6 PM,nan,nan,nan,nan,523
6-Jan,7 PM,nan,nan,nan,nan,524
6-Jan,8 PM,nan,nan,nan,nan,525
6-Jan,9 PM,nan,nan,nan,nan,526
6-Jan,10 PM,nan,nan,nan,nan,527
6-Jan,11 PM,nan,nan,nan,nan,528
7-Jan,12 AM,nan,nan,nan,nan,529
7-Jan,1 AM,nan,nan,nan,nan,530
7-Jan,2 AM,nan,nan,nan,nan,531
7-Jan,3 AM,nan,nan,nan,nan,532
7-Jan,4 AM,nan,nan,nan,nan,533
7-Jan,5 AM,nan,nan,nan,nan,534
7-Jan,6 AM,nan,nan,nan,nan,535
7-Jan,7 AM,29.79,34.91,44.47,0.00,536
7-Jan,8 AM,18.36,39.85,39.35,0.00,537
7-Jan,9 AM,17.48,44.44,35.41,1.21,538
7-Jan,10 AM,8.10,43.13,33.97,47.95,539
7-Jan,11 AM,7.90,42.11,35.06,97.47,540
7-Jan,12 PM,7.86,43.88,33.00,69.86,541
7-Jan,1 PM,7.17,44.52,31.69,68.03,542
7-Jan,2 PM,nan,nan,nan,nan,543
7-Jan,3 PM,nan,nan,nan,nan,544
7-Jan,4 PM,nan,nan,nan,nan,545
7-Jan,5 PM,nan,nan,nan,nan,546
7-Jan,6 PM,nan,nan,nan,nan,547
7-Jan,7 PM,nan,nan,nan,nan,548
7-Jan,8 PM,nan,nan,nan,nan,549
7-Jan,9 PM,nan,nan,nan,nan,550
7-Jan,10 PM,nan,nan,nan,nan,551
7-Jan,11 PM,23.10,35.75,48.13,0.00,552
8-Jan,12 AM,20.83,35.01,48.81,0.00,553
8-Jan,1 AM,16.40,34.85,47.85,0.00,554
8-Jan,2 AM,15.24,34.11,49.06,0.00,555
8-Jan,3 AM,13.73,33.63,49.87,0.00,556
8-Jan,4 AM,13.64,33.13,50.56,0.00,557
8-Jan,5 AM,14.91,32.38,52.15,0.00,558
8-Jan,6 AM,21.99,32.27,51.12,0.00,559
8-Jan,7 AM,23.69,35.52,45.98,0.00,560
8-Jan,8 AM,22.84,39.08,42.22,0.00,561
8-Jan,9 AM,nan,nan,nan,nan,562
8-Jan,10 AM,nan,nan,nan,nan,563
8-Jan,11 AM,nan,nan,nan,nan,564
8-Jan,12 PM,nan,nan,nan,nan,565
8-Jan,1 PM,nan,nan,nan,nan,566
8-Jan,2 PM,nan,nan,nan,nan,567
8-Jan,3 PM,nan,nan,nan,nan,568
8-Jan,4 PM,nan,nan,nan,nan,569
8-Jan,5 PM,nan,nan,nan,nan,570
8-Jan,6 PM,nan,nan,nan,nan,571
8-Jan,7 PM,nan,nan,nan,nan,572
8-Jan,8 PM,nan,nan,nan,nan,573
8-Jan,9 PM,nan,nan,nan,nan,574
8-Jan,10 PM,nan,nan,nan,nan,575
8-Jan,11 PM,nan,nan,nan,nan,576
9-Jan,12 AM,nan,nan,nan,nan,577
9-Jan,1 AM,nan,nan,nan,nan,578
9-Jan,2 AM,nan,nan,nan,nan,579
9-Jan,3 AM,nan,nan,nan,nan,580
9-Jan,4 AM,nan,nan,nan,nan,581
9-Jan,5 AM,nan,nan,nan,nan,582
9-Jan,6 AM,nan,nan,nan,nan,583
9-Jan,7 AM,nan,nan,nan,nan,584
9-Jan,8 AM,25.50,38.49,41.65,0.00,585
9-Jan,9 AM,22.21,42.80,36.33,0.00,586
9-Jan,10 AM,15.59,42.69,34.09,39.96,587
9-Jan,11 AM,11.25,42.77,32.17,47.56,588
9-Jan,12 PM,9.39,43.82,29.81,47.18,589
9-Jan,1 PM,8.48,44.73,27.43,93.27,590
9-Jan,2 PM,8.19,45.99,26.06,55.17,591
9-Jan,3 PM,8.06,45.76,25.84,80.96,592
9-Jan,4 PM,8.65,42.84,28.23,75.97,593
9-Jan,5 PM,10.07,43.10,28.70,1.63,594
9-Jan,6 PM,20.71,40.15,33.68,0.11,595
9-Jan,7 PM,28.92,37.98,39.79,1.14,596
9-Jan,8 PM,24.22,36.73,41.04,0.46,597
9-Jan,9 PM,19.69,35.66,43.24,0.00,598
9-Jan,10 PM,23.24,34.82,45.14,0.00,599
9-Jan,11 PM,23.97,33.47,46.94,0.00,600
10-Jan,12 AM,24.21,33.29,47.04,0.00,601
10-Jan,1 AM,22.61,32.28,49.95,1.78,602
10-Jan,2 AM,18.99,31.77,51.13,1.94,603
10-Jan,3 AM,16.01,31.84,50.05,0.42,604
10-Jan,4 AM,14.64,31.78,49.09,0.00,605
10-Jan,5 AM,14.82,31.04,50.54,0.00,606
10-Jan,6 AM,14.18,30.83,50.49,0.00,607
10-Jan,7 AM,21.31,33.05,47.06,0.05,608
10-Jan,8 AM,37.64,38.10,42.18,0.00,609
10-Jan,9 AM,24.77,42.28,37.08,0.00,610
10-Jan,10 AM,15.12,44.58,32.64,1.24,611
10-Jan,11 AM,9.76,44.65,28.79,11.50,612
10-Jan,12 PM,8.73,45.49,26.96,46.58,613
10-Jan,1 PM,8.95,46.39,26.45,51.63,614
10-Jan,2 PM,8.14,47.65,25.53,30.57,615
10-Jan,3 PM,8.57,48.12,25.18,16.78,616
10-Jan,4 PM,8.71,48.42,25.11,0.72,617
10-Jan,5 PM,11.19,45.26,28.01,0.00,618
10-Jan,6 PM,21.45,41.30,32.70,0.00,619
10-Jan,7 PM,nan,nan,nan,nan,620
10-Jan,8 PM,nan,nan,nan,nan,621
10-Jan,9 PM,nan,nan,nan,nan,622
10-Jan,10 PM,nan,nan,nan,nan,623
10-Jan,11 PM,nan,nan,nan,nan,624
11-Jan,12 AM,nan,nan,nan,nan,625
11-Jan,1 AM,nan,nan,nan,nan,626
11-Jan,2 AM,nan,nan,nan,nan,627
11-Jan,3 AM,nan,nan,nan,nan,628
11-Jan,4 AM,nan,nan,nan,nan,629
11-Jan,5 AM,nan,nan,nan,nan,630
11-Jan,6 AM,nan,nan,nan,nan,631
11-Jan,7 AM,nan,nan,nan,nan,632
11-Jan,8 AM,23.59,39.43,42.43,0.00,633
11-Jan,9 AM,19.33,43.00,38.03,0.00,634
11-Jan,10 AM,19.08,44.99,33.76,0.00,635
11-Jan,11 AM,16.39,44.77,31.68,26.78,636
11-Jan,12 PM,12.58,44.74,30.34,51.66,637
11-Jan,1 PM,10.47,46.32,28.77,55.77,638
11-Jan,2 PM,7.46,45.31,27.53,69.31,639
11-Jan,3 PM,7.24,46.00,27.27,57.40,640
11-Jan,4 PM,6.73,43.31,28.85,116.90,641
11-Jan,5 PM,7.62,40.22,32.55,84.59,642
11-Jan,6 PM,13.30,37.77,35.17,79.26,643
11-Jan,7 PM,12.50,38.64,35.15,0.00,644
11-Jan,8 PM,11.93,37.19,38.87,0.00,645
11-Jan,9 PM,9.72,34.62,40.19,59.35,646
11-Jan,10 PM,13.16,35.87,39.17,17.88,647
11-Jan,11 PM,20.55,35.07,43.30,0.00,648
12-Jan,12 AM,18.70,34.47,43.62,0.00,649
12-Jan,1 AM,16.89,33.17,46.90,0.00,650
12-Jan,2 AM,15.21,32.99,47.64,0.00,651
12-Jan,3 AM,16.41,32.26,49.20,0.00,652
12-Jan,4 AM,16.56,32.20,49.08,0.00,653
12-Jan,5 AM,15.06,31.78,50.14,0.00,654
12-Jan,6 AM,13.65,31.76,50.64,0.00,655
12-Jan,7 AM,15.38,34.08,47.94,0.00,656
12-Jan,8 AM,21.48,37.24,44.83,41.64,657
12-Jan,9 AM,15.58,35.33,45.23,193.98,658
12-Jan,10 AM,15.23,36.66,45.07,305.99,659
12-Jan,11 AM,16.85,37.92,43.52,268.02,660
12-Jan,12 PM,13.57,38.29,42.54,293.25,661
12-Jan,1 PM,8.81,39.93,38.45,222.84,662
12-Jan,2 PM,9.23,41.21,35.47,162.07,663
12-Jan,3 PM,8.58,41.51,34.11,116.70,664
12-Jan,4 PM,9.02,42.19,33.19,69.54,665
12-Jan,5 PM,14.44,39.35,37.23,47.73,666
12-Jan,6 PM,15.51,36.84,41.32,13.55,667
12-Jan,7 PM,14.47,37.09,41.22,12.63,668
12-Jan,8 PM,12.70,37.66,39.51,0.00,669
12-Jan,9 PM,11.09,37.45,39.48,0.00,670
12-Jan,10 PM,10.99,36.55,41.31,0.00,671
12-Jan,11 PM,11.10,34.96,43.77,5.39,672
13-Jan,12 AM,11.78,34.78,44.82,0.00,673
13-Jan,1 AM,13.36,34.80,45.53,0.67,674
13-Jan,2 AM,15.73,33.94,48.97,0.42,675
13-Jan,3 AM,16.81,32.44,51.58,0.00,676
13-Jan,4 AM,17.29,32.05,52.24,0.00,677
13-Jan,5 AM,14.34,31.63,52.37,0.00,678
13-Jan,6 AM,15.29,31.59,52.21,0.00,679
13-Jan,7 AM,21.01,33.48,49.92,0.00,680
13-Jan,8 AM,23.64,38.88,42.09,0.47,681
13-Jan,9 AM,19.37,41.06,37.99,1.36,682
13-Jan,10 AM,nan,nan,nan,nan,683
13-Jan,11 AM,9.91,42.48,31.08,98.55,684
13-Jan,12 PM,9.36,43.68,29.32,83.41,685
13-Jan,1 PM,9.16,46.39,26.74,32.68,686
13-Jan,2 PM,9.46,46.65,26.58,0.00,687
13-Jan,3 PM,nan,nan,nan,nan,688
13-Jan,4 PM,nan,nan,nan,nan,689
13-Jan,5 PM,nan,nan,nan,nan,690
13-Jan,6 PM,nan,nan,nan,nan,691
13-Jan,7 PM,nan,nan,nan,nan,692
13-Jan,8 PM,nan,nan,nan,nan,693
13-Jan,9 PM,nan,nan,nan,nan,694
13-Jan,10 PM,nan,nan,nan,nan,695
13-Jan,11 PM,nan,nan,nan,nan,696
14-Jan,12 AM,nan,nan,nan,nan,697
14-Jan,1 AM,nan,nan,nan,nan,698
14-Jan,2 AM,nan,nan,nan,nan,699
14-Jan,3 AM,nan,nan,nan,nan,700
14-Jan,4 AM,nan,nan,nan,nan,701
14-Jan,5 AM,nan,nan,nan,nan,702
14-Jan,6 AM,nan,nan,nan,nan,703
14-Jan,7 AM,nan,nan,nan,nan,704
14-Jan,8 AM,nan,nan,nan,nan,705
14-Jan,9 AM,nan,nan,nan,nan,706
14-Jan,10 AM,nan,nan,nan,nan,707
14-Jan,11 AM,nan,nan,nan,nan,708
14-Jan,12 PM,16.37,39.09,38.40,231.18,709
14-Jan,1 PM,16.83,40.69,35.41,157.64,710
14-Jan,2 PM,12.53,41.62,34.11,138.16,711
14-Jan,3 PM,11.75,44.21,31.35,57.81,712
14-Jan,4 PM,nan,nan,nan,nan,713
14-Jan,5 PM,nan,nan,nan,nan,714
14-Jan,6 PM,nan,nan,nan,nan,715
14-Jan,7 PM,nan,nan,nan,nan,716
14-Jan,8 PM,nan,nan,nan,nan,717
14-Jan,9 PM,nan,nan,nan,nan,718
14-Jan,10 PM,nan,nan,nan,nan,719
14-Jan,11 PM,nan,nan,nan,nan,720
15-Jan,12 AM,nan,nan,nan,nan,721
15-Jan,1 AM,nan,nan,nan,nan,722
15-Jan,2 AM,nan,nan,nan,nan,723
15-Jan,3 AM,nan,nan,nan,nan,724
15-Jan,4 AM,nan,nan,nan,nan,725
15-Jan,5 AM,nan,nan,nan,nan,726
15-Jan,6 AM,nan,nan,nan,nan,727
15-Jan,7 AM,28.81,35.02,46.75,0.00,728
15-Jan,8 AM,27.81,37.86,43.28,0.00,729
15-Jan,9 AM,17.26,43.37,34.77,2.98,730
15-Jan,10 AM,15.79,43.38,32.86,12.41,731
15-Jan,11 AM,12.91,41.39,32.84,214.00,732
15-Jan,12 PM,13.54,42.44,31.41,64.01,733
15-Jan,1 PM,16.37,44.16,29.13,48.04,734
15-Jan,2 PM,15.63,44.67,28.55,55.31,735
15-Jan,3 PM,,,,,736
15-Jan,4 PM,,,,,737
15-Jan,5 PM,,,,,738
15-Jan,6 PM,,,,,739
15-Jan,7 PM,,,,,740
15-Jan,8 PM,,,,,741
15-Jan,9 PM,,,,,742
15-Jan,10 PM,,,,,743
15-Jan,11 PM,,,,,744
16-Jan,12 AM,,,,,745
16-Jan,1 AM,,,,,746
16-Jan,2 AM,,,,,747
16-Jan,3 AM,,,,,748
16-Jan,4 AM,,,,,749
16-Jan,5 AM,,,,,750
16-Jan,6 AM,,,,,751
16-Jan,7 AM,38.21,34.62,48.12,0.00,752
16-Jan,8 AM,41.90,36.20,46.07,0.00,753
16-Jan,9 AM,,,,,754
16-Jan,10 AM,,,,,755
16-Jan,11 AM,,,,,756
16-Jan,12 PM,,,,,757
16-Jan,1 PM,,,,,758
16-Jan,2 PM,,,,,759
16-Jan,3 PM,,,,,760
16-Jan,4 PM,,,,,761
16-Jan,5 PM,,,,,762
16-Jan,6 PM,,,,,763
16-Jan,7 PM,,,,,764
16-Jan,8 PM,,,,,765
16-Jan,9 PM,,,,,766
16-Jan,10 PM,,,,,767
16-Jan,11 PM,,,,,768
17-Jan,12 AM,,,,,769
17-Jan,1 AM,,,,,770
17-Jan,2 AM,,,,,771
17-Jan,3 AM,,,,,772
17-Jan,4 AM,,,,,773
17-Jan,5 AM,,,,,774
17-Jan,6 AM,,,,,775
17-Jan,7 AM,,,,,776
17-Jan,8 AM,,,,,777
17-Jan,9 AM,,,,,778
17-Jan,10 AM,,,,,779
17-Jan,11 AM,,,,,780
17-Jan,12 PM,20.31,47.17,28.54,2.45,781
17-Jan,1 PM,17.98,47.82,27.71,4.56,782
17-Jan,2 PM,,,,,783
17-Jan,3 PM,,,,,784
17-Jan,4 PM,,,,,785
17-Jan,5 PM,,,,,786
17-Jan,6 PM,,,,,787
17-Jan,7 PM,,,,,788
17-Jan,8 PM,,,,,789
17-Jan,9 PM,,,,,790
17-Jan,10 PM,,,,,791
17-Jan,11 PM,,,,,792
18-Jan,12 AM,,,,,793
18-Jan,1 AM,,,,,794
18-Jan,2 AM,,,,,795
18-Jan,3 AM,,,,,796
18-Jan,4 AM,,,,,797
18-Jan,5 AM,,,,,798
18-Jan,6 AM,,,,,799
18-Jan,7 AM,,,,,800
18-Jan,8 AM,,,,,801
18-Jan,9 AM,,,,,802
18-Jan,10 AM,,,,,803
18-Jan,11 AM,,,,,804
18-Jan,12 PM,,,,,805
18-Jan,1 PM,,,,,806
18-Jan,2 PM,,,,,807
18-Jan,3 PM,,,,,808
18-Jan,4 PM,,,,,809
18-Jan,5 PM,,,,,810
18-Jan,6 PM,,,,,811
18-Jan,7 PM,,,,,812
18-Jan,8 PM,,,,,813
18-Jan,9 PM,,,,,814
18-Jan,10 PM,,,,,815
18-Jan,11 PM,,,,,816
19-Jan,12 AM,,,,,817
19-Jan,1 AM,,,,,818
19-Jan,2 AM,,,,,819
19-Jan,3 AM,,,,,820
19-Jan,4 AM,,,,,821
19-Jan,5 AM,,,,,822
19-Jan,6 AM,,,,,823
19-Jan,7 AM,,,,,824
19-Jan,8 AM,,,,,825
19-Jan,9 AM,,,,,826
19-Jan,10 AM,,,,,827
19-Jan,11 AM,,,,,828
19-Jan,12 PM,,,,,829
19-Jan,1 PM,,,,,830
19-Jan,2 PM,,,,,831
19-Jan,3 PM,,,,,832
19-Jan,4 PM,,,,,833
19-Jan,5 PM,,,,,834
19-Jan,6 PM,,,,,835
19-Jan,7 PM,,,,,836
19-Jan,8 PM,,,,,837
19-Jan,9 PM,,,,,838
19-Jan,10 PM,,,,,839
19-Jan,11 PM,,,,,840
20-Jan,12 AM,,,,,841
20-Jan,1 AM,,,,,842
20-Jan,2 AM,,,,,843
20-Jan,3 AM,,,,,844
20-Jan,4 AM,,,,,845
20-Jan,5 AM,,,,,846
20-Jan,6 AM,,,,,847
20-Jan,7 AM,,,,,848
20-Jan,8 AM,,,,,849
20-Jan,9 AM,,,,,850
20-Jan,10 AM,,,,,851
20-Jan,11 AM,,,,,852
20-Jan,12 PM,,,,,853
20-Jan,1 PM,,,,,854
20-Jan,2 PM,,,,,855
20-Jan,3 PM,,,,,856
20-Jan,4 PM,,,,,857
20-Jan,5 PM,,,,,858
20-Jan,6 PM,,,,,859
20-Jan,7 PM,,,,,860
20-Jan,8 PM,,,,,861
20-Jan,9 PM,,,,,862
20-Jan,10 PM,,,,,863
20-Jan,11 PM,,,,,864
21-Jan,12 AM,,,,,865
21-Jan,1 AM,,,,,866
21-Jan,2 AM,,,,,867
21-Jan,3 AM,,,,,868
21-Jan,4 AM,,,,,869
21-Jan,5 AM,,,,,870
21-Jan,6 AM,,,,,871
21-Jan,7 AM,,,,,872
21-Jan,8 AM,,,,,873
21-Jan,9 AM,14.79,35.48,60.96,0.00,874
21-Jan,10 AM,14.24,39.35,53.92,0.00,875
21-Jan,11 AM,15.04,41.32,47.16,0.42,876
21-Jan,12 PM,14.91,42.32,43.98,5.34,877
21-Jan,1 PM,12.06,43.45,39.53,19.33,878
21-Jan,2 PM,11.22,43.67,37.36,59.86,879
21-Jan,3 PM,,,,,880
21-Jan,4 PM,,,,,881
21-Jan,5 PM,,,,,882
21-Jan,6 PM,,,,,883
21-Jan,7 PM,,,,,884
21-Jan,8 PM,,,,,885
21-Jan,9 PM,,,,,886
21-Jan,10 PM,,,,,887
21-Jan,11 PM,,,,,888
22-Jan,12 AM,,,,,889
22-Jan,1 AM,,,,,890
22-Jan,2 AM,,,,,891
22-Jan,3 AM,,,,,892
22-Jan,4 AM,,,,,893
22-Jan,5 AM,,,,,894
22-Jan,6 AM,,,,,895
22-Jan,7 AM,,,,,896
22-Jan,8 AM,36.06,36.07,54.27,0.00,897
22-Jan,9 AM,29.95,38.46,49.53,5.15,898
22-Jan,10 AM,,,,,899
22-Jan,11 AM,,,,,900
22-Jan,12 PM,,,,,901
22-Jan,1 PM,,,,,902
22-Jan,2 PM,,,,,903
22-Jan,3 PM,12.48,44.54,38.96,3.46,904
22-Jan,4 PM,,,,,905
22-Jan,5 PM,,,,,906
22-Jan,6 PM,,,,,907
22-Jan,7 PM,,,,,908
22-Jan,8 PM,,,,,909
22-Jan,9 PM,,,,,910
22-Jan,10 PM,,,,,911
22-Jan,11 PM,,,,,912
23-Jan,12 AM,,,,,913
23-Jan,1 AM,8.51,35.00,55.38,0.00,914
23-Jan,2 AM,9.73,34.57,56.72,0.00,915
23-Jan,3 AM,10.40,34.23,57.69,0.00,916
23-Jan,4 AM,10.41,33.81,59.34,0.00,917
23-Jan,5 AM,,,,,918
23-Jan,6 AM,,,,,919
23-Jan,7 AM,15.56,35.32,58.52,0.00,920
23-Jan,8 AM,12.80,37.61,53.59,0.00,921
23-Jan,9 AM,13.79,38.21,52.23,4.67,922
23-Jan,10 AM,9.26,44.23,41.61,0.13,923
23-Jan,11 AM,9.55,44.95,38.07,2.03,924
23-Jan,12 PM,9.00,44.71,36.16,0.62,925
23-Jan,1 PM,8.96,45.72,34.75,6.06,926
23-Jan,2 PM,13.50,47.38,30.98,5.45,927
23-Jan,3 PM,,,,,928
23-Jan,4 PM,,,,,929
23-Jan,5 PM,,,,,930
23-Jan,6 PM,,,,,931
23-Jan,7 PM,,,,,932
23-Jan,8 PM,,,,,933
23-Jan,9 PM,,,,,934
23-Jan,10 PM,,,,,935
23-Jan,11 PM,,,,,936
24-Jan,12 AM,,,,,937
24-Jan,1 AM,,,,,938
24-Jan,2 AM,,,,,939
24-Jan,3 AM,,,,,940
24-Jan,4 AM,,,,,941
24-Jan,5 AM,,,,,942
24-Jan,6 AM,,,,,943
24-Jan,7 AM,17.13,33.33,55.65,0.00,944
24-Jan,8 AM,,,,,945
24-Jan,9 AM,,,,,946
24-Jan,10 AM,,,,,947
24-Jan,11 AM,,,,,948
24-Jan,12 PM,,,,,949
24-Jan,1 PM,,,,,950
24-Jan,2 PM,,,,,951
24-Jan,3 PM,10.14,49.32,26.64,0.00,952
24-Jan,4 PM,,,,,953
24-Jan,5 PM,,,,,954
24-Jan,6 PM,,,,,955
24-Jan,7 PM,,,,,956
24-Jan,8 PM,,,,,957
24-Jan,9 PM,,,,,958
24-Jan,10 PM,,,,,959
24-Jan,11 PM,,,,,960
25-Jan,12 AM,13.37,33.74,49.91,0.00,961
25-Jan,1 AM,,,,,962
25-Jan,2 AM,17.09,32.26,52.50,0.00,963
25-Jan,3 AM,,,,,964
25-Jan,4 AM,,,,,965
25-Jan,5 AM,,,,,966
25-Jan,6 AM,,,,,967
25-Jan,7 AM,18.00,36.08,49.07,0.00,968
25-Jan,8 AM,19.01,36.99,47.82,0.00,969
25-Jan,9 AM,,,,,970
25-Jan,10 AM,,,,,971
25-Jan,11 AM,,,,,972
25-Jan,12 PM,,,,,973
25-Jan,1 PM,,,,,974
25-Jan,2 PM,,,,,975
25-Jan,3 PM,,,,,976
25-Jan,4 PM,,,,,977
25-Jan,5 PM,,,,,978
25-Jan,6 PM,,,,,979
25-Jan,7 PM,,,,,980
25-Jan,8 PM,,,,,981
25-Jan,9 PM,,,,,982
25-Jan,10 PM,,,,,983
25-Jan,11 PM,,,,,984
26-Jan,12 AM,,,,,985
26-Jan,1 AM,,,,,986
26-Jan,2 AM,,,,,987
26-Jan,3 AM,,,,,988
26-Jan,4 AM,,,,,989
26-Jan,5 AM,,,,,990
26-Jan,6 AM,20.50,32.00,55.41,0.00,991
26-Jan,7 AM,22.79,32.75,54.56,0.00,992
26-Jan,8 AM,,,,,993
26-Jan,9 AM,,,,,994
26-Jan,10 AM,,,,,995
26-Jan,11 AM,,,,,996
26-Jan,12 PM,,,,,997
26-Jan,1 PM,,,,,998
26-Jan,2 PM,,,,,999
26-Jan,3 PM,,,,,1000
26-Jan,4 PM,,,,,1001
26-Jan,5 PM,,,,,1002
26-Jan,6 PM,,,,,1003
26-Jan,7 PM,,,,,1004
26-Jan,8 PM,,,,,1005
26-Jan,9 PM,,,,,1006
26-Jan,10 PM,,,,,1007
26-Jan,11 PM,,,,,1008
27-Jan,12 AM,,,,,1009
27-Jan,1 AM,,,,,1010
27-Jan,2 AM,,,,,1011
27-Jan,3 AM,,,,,1012
27-Jan,4 AM,,,,,1013
27-Jan,5 AM,,,,,1014
27-Jan,6 AM,,,,,1015
27-Jan,7 AM,,,,,1016
27-Jan,8 AM,22.93,40.58,47.75,21.18,1017
27-Jan,9 AM,19.10,44.34,42.09,0.00,1018
27-Jan,10 AM,16.69,44.85,40.27,0.32,1019
27-Jan,11 AM,20.07,45.17,38.89,0.00,1020
27-Jan,12 PM,22.09,46.98,35.24,3.88,1021
27-Jan,1 PM,22.83,48.47,32.46,15.16,1022
27-Jan,2 PM,25.30,49.43,30.80,4.74,1023
27-Jan,3 PM,22.18,46.75,34.70,86.40,1024
27-Jan,4 PM,20.21,44.03,38.03,6.53,1025
27-Jan,5 PM,29.97,41.82,42.55,0.80,1026
27-Jan,6 PM,31.97,40.26,45.65,10.19,1027
27-Jan,7 PM,36.15,39.57,46.32,0.00,1028
27-Jan,8 PM,48.52,38.72,48.41,0.00,1029
27-Jan,9 PM,70.23,37.52,51.62,0.00,1030
27-Jan,10 PM,54.05,35.19,57.54,0.57,1031
27-Jan,11 PM,55.16,35.50,57.08,0.00,1032
28-Jan,12 AM,45.25,36.13,54.61,0.38,1033
28-Jan,1 AM,44.32,35.18,56.91,0.00,1034
28-Jan,2 AM,44.08,34.86,57.68,0.00,1035
28-Jan,3 AM,39.32,35.02,56.53,0.00,1036
28-Jan,4 AM,40.45,35.24,55.71,0.00,1037
28-Jan,5 AM,45.33,35.21,55.74,0.00,1038
28-Jan,6 AM,44.68,34.75,56.54,0.00,1039
28-Jan,7 AM,41.35,34.91,56.83,0.00,1040
28-Jan,8 AM,32.34,39.10,51.22,0.00,1041
28-Jan,9 AM,18.95,42.93,46.27,1.02,1042
28-Jan,10 AM,19.02,44.68,42.71,12.12,1043
28-Jan,11 AM,21.14,45.70,39.26,8.58,1044
28-Jan,12 PM,23.03,47.18,36.24,6.71,1045
28-Jan,1 PM,28.97,48.07,35.32,1.30,1046
28-Jan,2 PM,32.89,47.42,36.77,0.00,1047
28-Jan,3 PM,,,,,1048
28-Jan,4 PM,,,,,1049
28-Jan,5 PM,,,,,1050
28-Jan,6 PM,,,,,1051
28-Jan,7 PM,,,,,1052
28-Jan,8 PM,,,,,1053
28-Jan,9 PM,,,,,1054
28-Jan,10 PM,,,,,1055
28-Jan,11 PM,,,,,1056
29-Jan,12 AM,,,,,1057
29-Jan,1 AM,,,,,1058
29-Jan,2 AM,,,,,1059
29-Jan,3 AM,,,,,1060
29-Jan,4 AM,,,,,1061
29-Jan,5 AM,,,,,1062
29-Jan,6 AM,,,,,1063
29-Jan,7 AM,,,,,1064
29-Jan,8 AM,,,,,1065
29-Jan,9 AM,,,,,1066
29-Jan,10 AM,28.75,44.73,41.63,0.05,1067
29-Jan,11 AM,30.73,45.74,39.44,5.35,1068
29-Jan,12 PM,32.18,47.58,35.89,8.40,1069
29-Jan,1 PM,26.93,48.44,33.80,5.55,1070
29-Jan,2 PM,30.32,48.66,33.85,0.00,1071
29-Jan,3 PM,35.95,47.33,35.83,2.86,1072
29-Jan,4 PM,40.13,47.07,36.28,4.48,1073
29-Jan,5 PM,35.87,45.97,36.79,0.80,1074
29-Jan,6 PM,40.67,43.57,40.52,0.00,1075
29-Jan,7 PM,67.08,40.62,46.29,0.00,1076
29-Jan,8 PM,56.40,39.47,49.47,0.00,1077
29-Jan,9 PM,52.23,37.93,53.27,0.00,1078
29-Jan,10 PM,46.00,37.91,52.76,0.00,1079
29-Jan,11 PM,48.25,37.08,54.03,0.00,1080
30-Jan,12 AM,45.07,36.68,55.08,0.00,1081
30-Jan,1 AM,41.77,36.45,55.51,0.00,1082
30-Jan,2 AM,37.44,36.10,56.28,0.00,1083
30-Jan,3 AM,33.48,36.22,56.35,0.00,1084
30-Jan,4 AM,36.42,35.31,59.05,0.00,1085
30-Jan,5 AM,35.38,36.18,57.17,0.00,1086
30-Jan,6 AM,37.37,35.45,59.65,0.00,1087
30-Jan,7 AM,34.95,35.99,58.39,0.00,1088
30-Jan,8 AM,35.23,37.99,56.55,0.00,1089
30-Jan,9 AM,29.65,42.12,48.99,0.18,1090
30-Jan,10 AM,29.17,44.73,43.99,0.03,1091
30-Jan,11 AM,,,,,1092
30-Jan,12 PM,,,,,1093
30-Jan,1 PM,,,,,1094
30-Jan,2 PM,,,,,1095
30-Jan,3 PM,,,,,1096
30-Jan,4 PM,,,,,1097
