Date,Time,PM2.5,Humid,Temp,WindSpeed,row
23-Dec,11 PM,23.51,67.42,32.49,138.86,192
24-Dec,12 AM,23.51,66.33,32.78,6.34,193
24-Dec,1 AM,26.07,67.15,32.51,4.63,194
24-Dec,2 AM,29.54,68.13,32.17,7.51,195
24-Dec,3 AM,29.45,69.30,31.54,0.00,196
24-Dec,4 AM,29.46,70.59,30.97,0.00,197
24-Dec,5 AM,28.15,73.29,30.02,0.00,198
24-Dec,6 AM,30.44,75.06,29.45,0.00,199
24-Dec,7 AM,29.22,70.52,31.38,0.10,200
24-Dec,8 AM,16.38,64.87,33.45,51.91,201
24-Dec,9 AM,17.10,64.18,33.90,74.20,202
24-Dec,10 AM,13.88,57.20,37.11,59.48,203
24-Dec,11 AM,10.53,51.05,40.13,13.85,204
24-Dec,12 PM,10.89,47.81,41.01,73.33,205
24-Dec,1 PM,11.21,47.20,40.96,114.92,206
24-Dec,2 PM,11.77,49.28,40.43,12.01,207
24-Dec,3 PM,11.32,50.58,39.64,2.70,208
24-Dec,4 PM,10.95,52.28,38.81,27.27,209
24-Dec,5 PM,12.84,56.37,36.61,51.47,210
24-Dec,6 PM,9.88,58.75,35.51,109.33,211
24-Dec,7 PM,9.90,61.49,34.26,304.57,212
24-Dec,8 PM,10.57,66.03,32.88,439.68,213
24-Dec,9 PM,11.99,67.58,32.66,331.03,214
24-Dec,10 PM,12.48,68.56,32.49,214.00,215
24-Dec,11 PM,13.03,68.53,32.67,90.24,216
25-Dec,12 AM,14.31,70.16,32.11,71.70,217
25-Dec,1 AM,14.94,70.92,31.74,31.95,218
25-Dec,2 AM,14.11,71.18,31.41,1.08,219
25-Dec,3 AM,13.45,71.43,31.31,0.00,220
25-Dec,4 AM,13.87,72.96,30.62,0.00,221
25-Dec,5 AM,12.34,74.36,30.05,0.00,222
25-Dec,6 AM,16.62,74.16,29.86,0.00,223
25-Dec,7 AM,19.58,69.48,32.32,0.00,224
25-Dec,8 AM,11.40,60.30,36.92,1.43,225
25-Dec,9 AM,8.12,57.62,36.86,103.63,226
25-Dec,10 AM,7.51,54.44,38.45,106.66,227
25-Dec,11 AM,4.96,53.21,37.98,351.49,228
25-Dec,12 PM,5.03,49.84,39.81,134.81,229
25-Dec,1 PM,4.91,47.65,40.94,104.78,230
25-Dec,2 PM,5.15,47.93,40.93,77.42,231
25-Dec,3 PM,8.47,49.17,40.70,159.47,232
25-Dec,4 PM,7.22,52.93,38.98,72.66,233
25-Dec,5 PM,8.31,52.06,39.19,1.15,234
25-Dec,6 PM,10.53,56.75,35.96,10.67,235
25-Dec,7 PM,10.04,58.34,35.04,24.99,236
25-Dec,8 PM,9.59,61.35,34.22,79.83,237
25-Dec,9 PM,9.37,63.31,33.93,94.37,238
25-Dec,10 PM,12.39,65.40,33.53,88.17,239
25-Dec,11 PM,13.14,66.42,33.46,2.50,240
26-Dec,12 AM,15.96,70.08,32.31,0.00,241
26-Dec,1 AM,13.73,70.26,31.81,0.00,242
26-Dec,2 AM,13.54,71.17,31.18,0.00,243
26-Dec,3 AM,14.30,72.35,30.53,0.00,244
26-Dec,4 AM,12.58,72.41,30.02,0.00,245
26-Dec,5 AM,13.62,73.34,29.68,0.00,246
26-Dec,6 AM,9.92,73.35,29.15,0.00,247
26-Dec,7 AM,32.57,71.28,31.05,0.00,248
26-Dec,8 AM,15.75,63.71,34.53,0.00,249
26-Dec,9 AM,7.88,53.87,38.88,0.00,250
26-Dec,10 AM,7.93,48.86,40.35,45.69,251
26-Dec,11 AM,6.93,50.54,38.37,212.31,252
26-Dec,12 PM,7.20,51.89,37.90,306.21,253
26-Dec,1 PM,7.15,49.98,39.26,227.93,254
26-Dec,2 PM,7.07,49.25,39.39,277.72,255
26-Dec,3 PM,7.09,47.64,40.25,168.63,256
26-Dec,4 PM,7.28,48.14,40.21,83.71,257
26-Dec,5 PM,9.31,51.91,38.41,52.41,258
26-Dec,6 PM,11.99,56.77,36.08,4.28,259
26-Dec,7 PM,18.51,58.97,35.64,0.00,260
26-Dec,8 PM,18.58,63.00,34.21,0.00,261
26-Dec,9 PM,19.04,62.65,33.86,0.00,262
26-Dec,10 PM,22.58,64.82,33.02,0.01,263
26-Dec,11 PM,23.16,66.42,32.20,11.01,264
27-Dec,12 AM,21.75,67.49,31.71,1.68,265
27-Dec,1 AM,23.43,67.81,31.35,0.00,266
27-Dec,2 AM,20.75,68.02,31.14,1.23,267
27-Dec,3 AM,15.79,67.31,31.14,0.00,268
27-Dec,4 AM,14.99,68.80,30.60,9.07,269
27-Dec,5 AM,14.15,69.52,30.36,0.00,270
27-Dec,6 AM,13.42,68.85,30.36,0.00,271
27-Dec,7 AM,15.86,66.73,32.33,1.23,272
27-Dec,8 AM,10.98,57.37,36.41,0.00,273
27-Dec,9 AM,7.06,50.60,38.87,41.95,274
27-Dec,10 AM,1.90,50.85,37.29,212.73,275
27-Dec,11 AM,2.05,48.89,38.37,205.88,276
27-Dec,12 PM,2.35,45.56,40.69,85.84,277
27-Dec,1 PM,2.20,44.78,41.26,162.48,278
27-Dec,2 PM,2.45,43.05,42.68,86.18,279
27-Dec,3 PM,2.02,46.00,39.55,429.47,280
27-Dec,4 PM,2.33,45.51,39.67,272.03,281
27-Dec,5 PM,3.30,46.22,39.34,48.68,282
27-Dec,6 PM,3.57,51.33,36.28,54.28,283
27-Dec,7 PM,4.77,56.46,34.02,105.28,284
27-Dec,8 PM,3.81,57.58,33.50,180.53,285
27-Dec,9 PM,5.60,56.69,33.75,147.70,286
27-Dec,10 PM,2.79,53.08,34.63,251.18,287
27-Dec,11 PM,29.14,54.39,33.71,456.01,288
28-Dec,12 AM,29.84,55.26,32.89,267.13,289
28-Dec,1 AM,4.47,56.07,32.75,7.79,290
28-Dec,2 AM,4.68,58.71,31.65,2.15,291
28-Dec,3 AM,6.39,61.01,30.72,0.00,292
28-Dec,4 AM,8.15,63.10,29.96,0.00,293
28-Dec,5 AM,7.00,65.40,29.18,1.02,294
28-Dec,6 AM,6.51,65.74,28.67,2.72,295
28-Dec,7 AM,9.54,61.43,30.58,1.34,296
28-Dec,8 AM,4.79,52.68,34.84,0.05,297
28-Dec,9 AM,3.20,48.07,37.31,5.84,298
28-Dec,10 AM,1.90,44.94,39.27,5.12,299
28-Dec,11 AM,1.82,44.57,39.38,81.67,300
28-Dec,12 PM,1.39,44.35,39.46,131.62,301
28-Dec,1 PM,1.22,47.09,37.76,481.42,302
28-Dec,2 PM,1.51,46.75,38.15,372.31,303
28-Dec,3 PM,1.73,47.33,37.98,319.92,304
28-Dec,4 PM,3.12,47.42,37.89,272.96,305
28-Dec,5 PM,2.27,49.48,36.14,169.99,306
28-Dec,6 PM,2.86,50.62,35.17,94.45,307
28-Dec,7 PM,2.80,51.38,34.39,34.73,308
28-Dec,8 PM,3.26,52.17,34.04,0.00,309
28-Dec,9 PM,3.73,53.85,33.08,15.88,310
28-Dec,10 PM,3.62,53.60,33.07,5.36,311
28-Dec,11 PM,3.62,54.43,32.82,0.00,312
29-Dec,12 AM,6.38,57.80,31.87,0.00,313
29-Dec,1 AM,8.02,60.22,31.48,0.49,314
29-Dec,2 AM,9.15,61.29,31.43,0.00,315
29-Dec,3 AM,8.91,62.96,31.08,0.00,316
29-Dec,4 AM,5.41,60.82,30.94,1.58,317
29-Dec,5 AM,5.61,61.82,30.52,1.85,318
29-Dec,6 AM,6.97,64.14,29.94,0.00,319
29-Dec,7 AM,7.30,59.72,33.47,0.00,320
29-Dec,8 AM,10.51,54.44,35.66,0.02,321
29-Dec,9 AM,7.26,49.21,38.09,0.21,322
29-Dec,10 AM,5.98,46.35,39.99,2.68,323
29-Dec,11 AM,2.11,47.27,38.14,321.98,324
29-Dec,12 PM,2.38,47.84,38.11,235.38,325
29-Dec,1 PM,2.53,46.93,39.10,186.35,326
29-Dec,2 PM,3.58,48.25,38.35,194.56,327
29-Dec,3 PM,3.86,48.67,38.45,61.98,328
29-Dec,4 PM,3.77,48.69,38.00,23.04,329
29-Dec,5 PM,3.87,48.63,37.48,22.39,330
29-Dec,6 PM,5.84,49.81,36.26,41.24,331
29-Dec,7 PM,4.67,50.51,35.69,52.45,332
29-Dec,8 PM,4.14,50.59,35.57,58.05,333
29-Dec,9 PM,4.07,51.93,35.01,60.68,334
29-Dec,10 PM,4.38,54.33,34.15,4.25,335
29-Dec,11 PM,4.17,55.06,33.75,14.48,336
30-Dec,12 AM,3.94,54.04,33.55,138.48,337
30-Dec,1 AM,4.70,54.62,33.46,42.08,338
30-Dec,2 AM,4.93,57.95,32.11,0.07,339
30-Dec,3 AM,5.69,59.43,31.84,1.21,340
30-Dec,4 AM,6.76,61.67,31.38,0.61,341
30-Dec,5 AM,5.28,59.79,31.83,43.93,342
30-Dec,6 AM,9.94,63.91,30.90,53.17,343
30-Dec,7 AM,6.26,62.96,30.88,58.17,344
30-Dec,8 AM,7.00,57.66,33.63,14.44,345
30-Dec,9 AM,6.11,54.88,35.47,0.51,346
30-Dec,10 AM,4.63,50.45,37.67,5.60,347
30-Dec,11 AM,3.14,45.03,40.61,56.59,348
30-Dec,12 PM,2.78,49.39,37.51,162.34,349
30-Dec,1 PM,2.92,49.50,37.82,165.98,350
30-Dec,2 PM,3.43,49.14,38.32,106.40,351
30-Dec,3 PM,3.78,46.76,40.06,7.18,352
30-Dec,4 PM,4.60,49.38,38.88,0.72,353
30-Dec,5 PM,5.79,52.73,37.72,3.00,354
30-Dec,6 PM,6.29,58.39,34.79,41.28,355
30-Dec,7 PM,4.96,56.60,33.75,75.81,356
30-Dec,8 PM,3.86,52.67,34.69,117.48,357
30-Dec,9 PM,4.80,57.67,32.41,374.66,358
30-Dec,10 PM,4.87,57.78,32.19,289.22,359
30-Dec,11 PM,4.42,56.29,32.61,116.88,360
31-Dec,12 AM,3.52,55.70,32.35,269.40,361
31-Dec,1 AM,3.76,57.31,31.71,215.83,362
31-Dec,2 AM,4.13,57.57,31.68,41.83,363
31-Dec,3 AM,4.35,58.95,31.21,0.00,364
31-Dec,4 AM,4.82,63.00,29.93,0.00,365
31-Dec,5 AM,5.09,64.62,29.31,4.12,366
31-Dec,6 AM,10.82,67.66,28.50,22.21,367
31-Dec,7 AM,6.61,65.83,29.07,90.15,368
31-Dec,8 AM,6.26,56.69,33.11,57.99,369
31-Dec,9 AM,5.23,51.02,36.47,50.13,370
31-Dec,10 AM,4.28,50.16,35.81,246.61,371
31-Dec,11 AM,4.28,48.29,37.06,240.97,372
31-Dec,12 PM,4.39,50.56,35.84,394.62,373
31-Dec,1 PM,4.62,50.81,35.64,472.46,374
31-Dec,2 PM,5.10,47.76,37.86,261.94,375
31-Dec,3 PM,4.77,44.95,40.21,18.03,376
31-Dec,4 PM,4.88,44.50,40.41,37.93,377
31-Dec,5 PM,5.76,51.58,35.49,136.00,378
31-Dec,6 PM,5.58,50.92,34.36,111.23,379
31-Dec,7 PM,6.04,51.95,33.46,61.49,380
31-Dec,8 PM,6.72,53.65,32.56,42.73,381
31-Dec,9 PM,6.32,54.86,31.94,55.27,382
31-Dec,10 PM,5.92,55.31,31.48,32.73,383
31-Dec,11 PM,5.52,55.68,31.21,22.46,384
1-Jan,12 AM,5.46,56.76,30.66,38.37,385
1-Jan,1 AM,5.37,58.23,29.92,43.47,386
1-Jan,2 AM,5.68,60.00,29.05,219.92,387
1-Jan,3 AM,6.02,59.28,29.28,17.89,388
1-Jan,4 AM,8.58,63.01,27.99,0.00,389
1-Jan,5 AM,9.24,67.16,26.88,6.93,390
1-Jan,6 AM,8.49,68.95,26.27,1.99,391
1-Jan,7 AM,14.12,66.69,27.71,29.70,392
1-Jan,8 AM,9.04,58.34,31.51,37.74,393
1-Jan,9 AM,7.31,51.96,35.14,32.17,394
1-Jan,10 AM,8.06,50.56,35.67,75.85,395
1-Jan,11 AM,6.52,45.64,39.04,4.69,396
1-Jan,12 PM,5.25,44.09,39.41,114.21,397
1-Jan,1 PM,5.34,47.69,36.55,460.78,398
1-Jan,2 PM,5.45,46.77,37.11,411.08,399
1-Jan,3 PM,5.88,46.99,37.38,340.77,400
1-Jan,4 PM,6.30,51.14,34.88,555.15,401
1-Jan,5 PM,6.79,51.67,34.28,357.13,402
1-Jan,6 PM,7.48,52.15,33.94,71.68,403
1-Jan,7 PM,12.63,55.27,32.58,45.00,404
1-Jan,8 PM,8.88,57.68,31.61,51.64,405
1-Jan,9 PM,8.36,58.44,30.91,176.13,406
1-Jan,10 PM,8.54,57.75,30.81,176.94,407
1-Jan,11 PM,9.06,55.64,31.66,24.99,408
2-Jan,12 AM,9.81,55.52,31.83,129.89,409
2-Jan,1 AM,10.71,58.74,30.71,4.97,410
2-Jan,2 AM,12.74,62.81,29.23,13.53,411
2-Jan,3 AM,12.58,66.51,27.91,7.46,412
2-Jan,4 AM,11.40,66.42,27.75,0.10,413
2-Jan,5 AM,12.28,68.26,27.08,0.00,414
2-Jan,6 AM,20.50,69.82,26.74,16.62,415
2-Jan,7 AM,21.78,66.28,28.68,0.63,416
2-Jan,8 AM,17.38,57.23,33.36,0.17,417
2-Jan,9 AM,9.61,50.93,35.93,23.08,418
2-Jan,10 AM,8.73,48.49,36.98,27.27,419
2-Jan,11 AM,7.76,45.24,38.96,11.49,420
2-Jan,12 PM,6.77,47.44,37.45,106.11,421
2-Jan,1 PM,6.77,46.92,38.04,50.87,422
2-Jan,2 PM,7.18,47.14,38.11,81.42,423
2-Jan,3 PM,6.23,45.86,38.69,20.01,424
2-Jan,4 PM,7.09,45.66,39.29,29.96,425
2-Jan,5 PM,8.88,49.37,36.14,15.16,426
2-Jan,6 PM,13.88,53.50,33.84,1.15,427
2-Jan,7 PM,17.18,56.60,32.58,0.00,428
2-Jan,8 PM,14.36,58.00,31.91,0.00,429
2-Jan,9 PM,15.51,60.65,30.98,0.08,430
2-Jan,10 PM,15.59,61.28,30.54,0.00,431
2-Jan,11 PM,15.88,61.97,30.24,0.53,432
3-Jan,12 AM,14.10,61.78,30.11,3.29,433
3-Jan,1 AM,19.65,62.70,29.75,13.32,434
3-Jan,2 AM,25.64,65.69,28.79,5.00,435
3-Jan,3 AM,22.03,66.34,28.48,0.80,436
3-Jan,4 AM,21.95,68.64,27.59,0.00,437
3-Jan,5 AM,18.67,67.18,27.90,3.65,438
3-Jan,6 AM,24.87,69.48,27.26,12.70,439
3-Jan,7 AM,26.36,65.67,29.21,0.67,440
3-Jan,8 AM,12.05,58.72,32.52,2.36,441
3-Jan,9 AM,8.11,56.84,33.38,1.98,442
3-Jan,10 AM,8.22,53.21,36.12,2.63,443
3-Jan,11 AM,5.17,47.01,38.50,44.73,444
3-Jan,12 PM,4.56,47.25,37.32,227.98,445
3-Jan,1 PM,4.59,45.49,38.35,206.25,446
3-Jan,2 PM,4.70,42.69,40.57,97.50,447
3-Jan,3 PM,5.13,44.18,39.80,65.87,448
3-Jan,4 PM,5.62,46.02,38.88,92.63,449
3-Jan,5 PM,6.51,50.12,36.31,139.67,450
3-Jan,6 PM,15.08,51.14,34.91,132.47,451
3-Jan,7 PM,7.15,52.85,33.63,106.65,452
3-Jan,8 PM,7.85,53.92,33.09,25.39,453
3-Jan,9 PM,9.74,56.60,32.44,13.59,454
3-Jan,10 PM,9.94,57.61,32.12,0.63,455
3-Jan,11 PM,10.45,59.88,31.27,0.70,456
4-Jan,12 AM,10.06,60.49,30.99,1.21,457
4-Jan,1 AM,10.03,61.78,30.52,0.00,458
4-Jan,2 AM,9.43,62.27,30.21,0.01,459
4-Jan,3 AM,9.11,62.85,30.02,12.61,460
4-Jan,4 AM,9.46,63.70,29.84,4.41,461
4-Jan,5 AM,12.46,65.73,29.34,3.15,462
4-Jan,6 AM,16.46,67.29,29.01,1.52,463
4-Jan,7 AM,16.59,68.06,29.31,0.00,464
4-Jan,8 AM,18.96,65.18,31.29,1.78,465
4-Jan,9 AM,17.02,57.48,34.27,24.34,466
4-Jan,10 AM,15.86,54.42,36.15,10.08,467
4-Jan,11 AM,15.57,50.28,38.59,0.53,468
4-Jan,12 PM,13.76,47.43,40.56,2.26,469
4-Jan,1 PM,9.00,43.81,42.01,1.43,470
4-Jan,2 PM,6.58,40.86,43.34,1.42,471
4-Jan,3 PM,7.12,40.15,43.81,4.82,472
4-Jan,4 PM,6.93,39.48,43.96,8.26,473
4-Jan,5 PM,5.98,44.89,38.37,60.56,474
4-Jan,6 PM,8.19,48.86,35.61,0.67,475
4-Jan,7 PM,12.06,54.32,33.86,0.00,476
4-Jan,8 PM,11.98,60.30,32.33,0.00,477
4-Jan,9 PM,10.96,60.33,32.01,0.00,478
4-Jan,10 PM,10.05,60.08,31.72,0.00,479
4-Jan,11 PM,10.01,58.84,31.61,12.24,480
5-Jan,12 AM,9.16,58.38,31.49,1.73,481
